"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T09:40:13.3013308+02:00","1,49","26.55MiB","26,55","1,3"
"2","4,122","2026-09-04T09:40:16.3118665+02:00","9,86","27.05MiB","27,05","1,32"
"3","6,239","2026-09-04T09:40:18.4285637+02:00","9,71","27.55MiB","27,55","1,35"
"4","8,36","2026-09-04T09:40:20.5500377+02:00","10,34","28.1MiB","28,1","1,37"
"5","10,488","2026-09-04T09:40:22.6776108+02:00","9,91","29.03MiB","29,03","1,42"
"6","13,495","2026-09-04T09:40:25.6848654+02:00","9,44","29.13MiB","29,13","1,42"
"7","15,617","2026-09-04T09:40:27.8060127+02:00","9,31","28.67MiB","28,67","1,4"
"8","17,733","2026-09-04T09:40:29.9228985+02:00","7,93","28.61MiB","28,61","1,4"
"9","19,848","2026-09-04T09:40:32.0373291+02:00","9,26","29.02MiB","29,02","1,42"
"10","21,965","2026-09-04T09:40:34.1552663+02:00","10,53","29.23MiB","29,23","1,43"
"11","24,97","2026-09-04T09:40:37.1600542+02:00","8,96","29.38MiB","29,38","1,43"
"12","27,084","2026-09-04T09:40:39.2734286+02:00","8,8","29.5MiB","29,5","1,44"
"13","29,203","2026-09-04T09:40:41.3929477+02:00","9,4","29.93MiB","29,93","1,46"
"14","31,316","2026-09-04T09:40:43.5058697+02:00","8,8","29.8MiB","29,8","1,46"
