"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,114","2026-09-04T07:20:17.0409418+02:00","5,13","48.8MiB","48,8","2,38"
"2","4,114","2026-09-04T07:20:20.0405674+02:00","101,9","50.25MiB","50,25","2,45"
"3","6,219","2026-09-04T07:20:22.1465354+02:00","101,73","50.14MiB","50,14","2,45"
"4","8,324","2026-09-04T07:20:24.2510093+02:00","102,12","50.28MiB","50,28","2,45"
"5","10,431","2026-09-04T07:20:26.3580990+02:00","102,63","46.07MiB","46,07","2,25"
"6","13,438","2026-09-04T07:20:29.3648180+02:00","101,49","44.8MiB","44,8","2,19"
"7","15,549","2026-09-04T07:20:31.4757474+02:00","102,08","46.18MiB","46,18","2,26"
"8","17,657","2026-09-04T07:20:33.5842460+02:00","101,91","46.07MiB","46,07","2,25"
"9","19,768","2026-09-04T07:20:35.6952607+02:00","102,28","48.54MiB","48,54","2,37"
"10","21,876","2026-09-04T07:20:37.8037957+02:00","101,55","48.17MiB","48,17","2,35"
"11","24,882","2026-09-04T07:20:40.8084582+02:00","101,81","49.23MiB","49,23","2,4"
"12","26,995","2026-09-04T07:20:42.9220117+02:00","102,14","50.63MiB","50,63","2,47"
"13","29,1","2026-09-04T07:20:45.0271077+02:00","102,13","50.26MiB","50,26","2,45"
"14","31,21","2026-09-04T07:20:47.1370195+02:00","101,83","56.1MiB","56,1","2,74"
