"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,116","2026-09-04T06:53:11.7115581+02:00","5,1","36.09MiB","36,09","1,76"
"2","3,225","2026-09-04T06:53:13.8209004+02:00","100,65","40.38MiB","40,38","1,97"
"3","6,228","2026-09-04T06:53:16.8229675+02:00","100,27","44.23MiB","44,23","2,16"
"4","8,347","2026-09-04T06:53:18.9426832+02:00","100,39","49.68MiB","49,68","2,43"
"5","10,455","2026-09-04T06:53:21.0500368+02:00","100,26","49.67MiB","49,67","2,43"
"6","12,56","2026-09-04T06:53:23.1555371+02:00","100,52","42.42MiB","42,42","2,07"
"7","14,674","2026-09-04T06:53:25.2691182+02:00","99,77","45.99MiB","45,99","2,25"
"8","17,682","2026-09-04T06:53:28.2769409+02:00","100,31","46.01MiB","46,01","2,25"
"9","19,784","2026-09-04T06:53:30.3793171+02:00","99,94","46.55MiB","46,55","2,27"
"10","21,89","2026-09-04T06:53:32.4847021+02:00","100,53","46.8MiB","46,8","2,29"
"11","23,999","2026-09-04T06:53:34.5946500+02:00","99,76","46.77MiB","46,77","2,28"
"12","27,004","2026-09-04T06:53:37.5996241+02:00","100,46","38.5MiB","38,5","1,88"
"13","29,119","2026-09-04T06:53:39.7141107+02:00","99,85","42.29MiB","42,29","2,06"
"14","31,225","2026-09-04T06:53:41.8197779+02:00","100,02","38.44MiB","38,44","1,88"
