"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,109","2026-09-04T06:40:17.3559928+02:00","4,25","48.29MiB","48,29","2,36"
"2","3,221","2026-09-04T06:40:19.4681105+02:00","102,6","36.09MiB","36,09","1,76"
"3","6,226","2026-09-04T06:40:22.4731421+02:00","102,45","36.34MiB","36,34","1,77"
"4","8,339","2026-09-04T06:40:24.5853646+02:00","102,63","38.23MiB","38,23","1,87"
"5","10,454","2026-09-04T06:40:26.7005254+02:00","101,99","45.15MiB","45,15","2,2"
"6","12,567","2026-09-04T06:40:28.8141859+02:00","102,08","45.78MiB","45,78","2,24"
"7","14,692","2026-09-04T06:40:30.9389197+02:00","101,69","48.18MiB","48,18","2,35"
"8","17,697","2026-09-04T06:40:33.9434861+02:00","102,11","49.37MiB","49,37","2,41"
"9","19,805","2026-09-04T06:40:36.0514865+02:00","101,94","49.8MiB","49,8","2,43"
"10","21,913","2026-09-04T06:40:38.1604195+02:00","101,9","51.95MiB","51,95","2,54"
"11","24,015","2026-09-04T06:40:40.2622150+02:00","102,54","44.51MiB","44,51","2,17"
"12","27,022","2026-09-04T06:40:43.2688134+02:00","102,08","44.71MiB","44,71","2,18"
"13","29,124","2026-09-04T06:40:45.3704592+02:00","101,95","45.1MiB","45,1","2,2"
"14","31,232","2026-09-04T06:40:47.4793511+02:00","101,95","45.98MiB","45,98","2,25"
