"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T06:26:03.3808374+02:00","0,45","39.33MiB","39,33","1,92"
"2","4,113","2026-09-04T06:26:06.3862887+02:00","93,34","41.27MiB","41,27","2,02"
"3","6,25","2026-09-04T06:26:08.5235417+02:00","91,56","41.27MiB","41,27","2,02"
"4","8,382","2026-09-04T06:26:10.6548846+02:00","83,46","41.27MiB","41,27","2,02"
"5","10,523","2026-09-04T06:26:12.7966651+02:00","81,71","41.27MiB","41,27","2,02"
"6","13,529","2026-09-04T06:26:15.8024768+02:00","84,45","41.27MiB","41,27","2,02"
"7","15,671","2026-09-04T06:26:17.9443397+02:00","83,66","41.27MiB","41,27","2,02"
"8","17,816","2026-09-04T06:26:20.0892823+02:00","78,18","41.27MiB","41,27","2,02"
"9","19,949","2026-09-04T06:26:22.2222400+02:00","86,38","41.27MiB","41,27","2,02"
"10","22,019","2026-09-04T06:26:24.2923942+02:00","81,58","41.27MiB","41,27","2,02"
"11","25,015","2026-09-04T06:26:27.2881758+02:00","83,32","41.27MiB","41,27","2,02"
"12","27,158","2026-09-04T06:26:29.4312870+02:00","83,53","41.27MiB","41,27","2,01"
"13","29,302","2026-09-04T06:26:31.5753367+02:00","82,26","41.25MiB","41,25","2,01"
"14","31,431","2026-09-04T06:26:33.7046083+02:00","59,29","40.47MiB","40,47","1,98"
