"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T09:29:33.4409091+02:00","1,45","26.87MiB","26,87","1,31"
"2","4,114","2026-09-04T09:29:36.4488688+02:00","10,81","27.79MiB","27,79","1,36"
"3","6,233","2026-09-04T09:29:38.5667838+02:00","10,21","28MiB","28","1,37"
"4","8,354","2026-09-04T09:29:40.6881031+02:00","8,65","28.4MiB","28,4","1,39"
"5","10,47","2026-09-04T09:29:42.8042748+02:00","9,7","28.86MiB","28,86","1,41"
"6","13,477","2026-09-04T09:29:45.8118748+02:00","10,1","28.07MiB","28,07","1,37"
"7","15,593","2026-09-04T09:29:47.9278785+02:00","9,07","29.29MiB","29,29","1,43"
"8","17,71","2026-09-04T09:29:50.0445615+02:00","9,3","29.2MiB","29,2","1,43"
"9","19,829","2026-09-04T09:29:52.1630676+02:00","8,96","28.89MiB","28,89","1,41"
"10","21,952","2026-09-04T09:29:54.2863039+02:00","9,83","29.18MiB","29,18","1,42"
"11","24,961","2026-09-04T09:29:57.2952611+02:00","9,09","29.71MiB","29,71","1,45"
"12","27,084","2026-09-04T09:29:59.4191358+02:00","8,41","30.09MiB","30,09","1,47"
"13","29,204","2026-09-04T09:30:01.5381195+02:00","7,92","30.18MiB","30,18","1,47"
"14","31,324","2026-09-04T09:30:03.6580218+02:00","8,96","29.96MiB","29,96","1,46"
