"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T11:57:25.5150135+02:00","7,13","25.52MiB","25,52","1,25"
"2","3,221","2026-09-04T11:57:27.6260715+02:00","100,39","25.52MiB","25,52","1,25"
"3","6,225","2026-09-04T11:57:30.6296803+02:00","100,58","26.52MiB","26,52","1,29"
"4","8,344","2026-09-04T11:57:32.7485901+02:00","99,96","27.27MiB","27,27","1,33"
"5","10,458","2026-09-04T11:57:34.8630602+02:00","100,14","27.27MiB","27,27","1,33"
"6","12,561","2026-09-04T11:57:36.9659422+02:00","99,87","25.82MiB","25,82","1,26"
"7","14,668","2026-09-04T11:57:39.0730527+02:00","100,39","26.67MiB","26,67","1,3"
"8","17,674","2026-09-04T11:57:42.0786695+02:00","101,47","27.17MiB","27,17","1,33"
"9","19,786","2026-09-04T11:57:44.1907761+02:00","99,93","27.17MiB","27,17","1,33"
"10","21,9","2026-09-04T11:57:46.3054908+02:00","99,75","27.17MiB","27,17","1,33"
"11","24,012","2026-09-04T11:57:48.4168260+02:00","99,12","27.17MiB","27,17","1,33"
"12","27,013","2026-09-04T11:57:51.4175996+02:00","100,1","26.1MiB","26,1","1,27"
"13","29,113","2026-09-04T11:57:53.5182439+02:00","100,21","26.1MiB","26,1","1,27"
"14","31,221","2026-09-04T11:57:55.6261027+02:00","100,09","30.1MiB","30,1","1,47"
