"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T11:03:16.4959138+02:00","6,27","27.89MiB","27,89","1,36"
"2","3,223","2026-09-04T11:03:18.6113909+02:00","100,57","30.31MiB","30,31","1,48"
"3","6,227","2026-09-04T11:03:21.6152105+02:00","100,04","30.58MiB","30,58","1,49"
"4","8,338","2026-09-04T11:03:23.7265238+02:00","100,24","31.26MiB","31,26","1,53"
"5","10,445","2026-09-04T11:03:25.8338259+02:00","100,01","31.3MiB","31,3","1,53"
"6","12,554","2026-09-04T11:03:27.9427243+02:00","100,2","31.45MiB","31,45","1,54"
"7","14,677","2026-09-04T11:03:30.0656264+02:00","99,93","31.62MiB","31,62","1,54"
"8","17,677","2026-09-04T11:03:33.0662915+02:00","100,17","30.64MiB","30,64","1,5"
"9","19,788","2026-09-04T11:03:35.1765528+02:00","99,9","30.48MiB","30,48","1,49"
"10","21,902","2026-09-04T11:03:37.2909392+02:00","100,23","31.38MiB","31,38","1,53"
"11","24,004","2026-09-04T11:03:39.3927639+02:00","100,12","31.45MiB","31,45","1,54"
"12","27,009","2026-09-04T11:03:42.3977733+02:00","99,93","31.53MiB","31,53","1,54"
"13","29,115","2026-09-04T11:03:44.5031355+02:00","100,22","31.61MiB","31,61","1,54"
"14","31,23","2026-09-04T11:03:46.6186028+02:00","100,29","31.5MiB","31,5","1,54"
