"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T05:47:11.1875446+02:00","0,17","41.22MiB","41,22","2,01"
"2","4,117","2026-09-04T05:47:14.1945433+02:00","89,14","47.75MiB","47,75","2,33"
"3","6,255","2026-09-04T05:47:16.3321362+02:00","77,5","49.48MiB","49,48","2,42"
"4","8,398","2026-09-04T05:47:18.4749544+02:00","83,24","50.45MiB","50,45","2,46"
"5","10,544","2026-09-04T05:47:20.6218102+02:00","81,66","52.35MiB","52,35","2,56"
"6","13,549","2026-09-04T05:47:23.6271520+02:00","76,04","54.34MiB","54,34","2,65"
"7","15,684","2026-09-04T05:47:25.7611153+02:00","77,47","54.95MiB","54,95","2,68"
"8","17,832","2026-09-04T05:47:27.9095584+02:00","87,75","56.94MiB","56,94","2,78"
"9","19,972","2026-09-04T05:47:30.0491039+02:00","78,17","59.81MiB","59,81","2,92"
"10","23,014","2026-09-04T05:47:33.0919686+02:00","82,34","60.32MiB","60,32","2,95"
"11","25,166","2026-09-04T05:47:35.2437244+02:00","79,45","60.53MiB","60,53","2,96"
"12","27,306","2026-09-04T05:47:37.3835574+02:00","82,15","60.38MiB","60,38","2,95"
"13","29,442","2026-09-04T05:47:39.5193480+02:00","80,88","60.38MiB","60,38","2,95"
"14","31,585","2026-09-04T05:47:41.6625566+02:00","48,15","31.57MiB","31,57","1,54"
