"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T08:13:13.1843519+02:00","2,11","65.59MiB","65,59","3,2"
"2","3,218","2026-09-04T08:13:15.2935569+02:00","21,58","95.7MiB","95,7","4,67"
"3","6,224","2026-09-04T08:13:18.3004293+02:00","20,94","146.3MiB","146,3","7,15"
"4","8,335","2026-09-04T08:13:20.4112666+02:00","18,55","106.1MiB","106,1","5,18"
"5","10,441","2026-09-04T08:13:22.5166824+02:00","19,42","104.4MiB","104,4","5,1"
"6","12,549","2026-09-04T08:13:24.6250166+02:00","21,1","135.6MiB","135,6","6,62"
"7","14,675","2026-09-04T08:13:26.7515126+02:00","20,85","65.12MiB","65,12","3,18"
"8","17,676","2026-09-04T08:13:29.7523115+02:00","16,98","76.27MiB","76,27","3,72"
"9","19,797","2026-09-04T08:13:31.8732860+02:00","17,74","97.48MiB","97,48","4,76"
"10","21,91","2026-09-04T08:13:33.9859134+02:00","20,88","116.5MiB","116,5","5,69"
"11","24,034","2026-09-04T08:13:36.1100062+02:00","21,04","86.51MiB","86,51","4,22"
"12","27,039","2026-09-04T08:13:39.1150575+02:00","22,69","66.16MiB","66,16","3,23"
"13","29,157","2026-09-04T08:13:41.2328700+02:00","19,34","96.12MiB","96,12","4,69"
"14","31,269","2026-09-04T08:13:43.3448805+02:00","18,76","106.2MiB","106,2","5,18"
