"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,114","2026-09-04T07:11:14.9484915+02:00","4,68","36.5MiB","36,5","1,78"
"2","3,227","2026-09-04T07:11:17.0608994+02:00","102,22","46.66MiB","46,66","2,28"
"3","6,23","2026-09-04T07:11:20.0641756+02:00","101,89","49.94MiB","49,94","2,44"
"4","8,338","2026-09-04T07:11:22.1721464+02:00","102,08","51.64MiB","51,64","2,52"
"5","10,44","2026-09-04T07:11:24.2741947+02:00","102,22","53.04MiB","53,04","2,59"
"6","12,544","2026-09-04T07:11:26.3783719+02:00","102,63","53.93MiB","53,93","2,63"
"7","14,65","2026-09-04T07:11:28.4845316+02:00","101,84","53.81MiB","53,81","2,63"
"8","17,657","2026-09-04T07:11:31.4911156+02:00","102,57","60.16MiB","60,16","2,94"
"9","19,772","2026-09-04T07:11:33.6060950+02:00","102,23","39.56MiB","39,56","1,93"
"10","21,885","2026-09-04T07:11:35.7187193+02:00","102,57","40.4MiB","40,4","1,97"
"11","23,993","2026-09-04T07:11:37.8272397+02:00","101,85","40.29MiB","40,29","1,97"
"12","26,999","2026-09-04T07:11:40.8331914+02:00","102,21","48.27MiB","48,27","2,36"
"13","29,106","2026-09-04T07:11:42.9400447+02:00","101,83","49.65MiB","49,65","2,42"
"14","31,22","2026-09-04T07:11:45.0535542+02:00","101,44","50.04MiB","50,04","2,44"
