"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T06:09:12.7166968+02:00","0,06","39.66MiB","39,66","1,94"
"2","3,252","2026-09-04T06:09:14.8566672+02:00","94,15","46.63MiB","46,63","2,28"
"3","6,257","2026-09-04T06:09:17.8623042+02:00","82,13","49.12MiB","49,12","2,4"
"4","8,404","2026-09-04T06:09:20.0084948+02:00","79,63","49.8MiB","49,8","2,43"
"5","10,545","2026-09-04T06:09:22.1503823+02:00","80,2","51.46MiB","51,46","2,51"
"6","12,682","2026-09-04T06:09:24.2870674+02:00","81,49","52.4MiB","52,4","2,56"
"7","15,688","2026-09-04T06:09:27.2932103+02:00","84,05","54.68MiB","54,68","2,67"
"8","17,82","2026-09-04T06:09:29.4241023+02:00","77,27","55.29MiB","55,29","2,7"
"9","19,959","2026-09-04T06:09:31.5639671+02:00","80,59","58.22MiB","58,22","2,84"
"10","22,099","2026-09-04T06:09:33.7041902+02:00","75,74","58.63MiB","58,63","2,86"
"11","24,24","2026-09-04T06:09:35.8446086+02:00","83,44","59MiB","59","2,88"
"12","27,247","2026-09-04T06:09:38.8522035+02:00","78,48","58.95MiB","58,95","2,88"
"13","29,386","2026-09-04T06:09:40.9901840+02:00","76,28","58.18MiB","58,18","2,84"
"14","31,544","2026-09-04T06:09:43.1484078+02:00","50,98","33.11MiB","33,11","1,62"
