"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T10:18:05.3918906+02:00","3,51","53.6MiB","53,6","2,62"
"2","4,113","2026-09-04T10:18:08.3990524+02:00","105,26","85.9MiB","85,9","4,19"
"3","6,235","2026-09-04T10:18:10.5218200+02:00","105,77","81.94MiB","81,94","4"
"4","8,363","2026-09-04T10:18:12.6492040+02:00","108,84","85.5MiB","85,5","4,17"
"5","10,48","2026-09-04T10:18:14.7659719+02:00","106,48","88.8MiB","88,8","4,34"
"6","13,482","2026-09-04T10:18:17.7686723+02:00","108,01","84.89MiB","84,89","4,15"
"7","15,602","2026-09-04T10:18:19.8888549+02:00","105,7","84.27MiB","84,27","4,11"
"8","17,73","2026-09-04T10:18:22.0160077+02:00","105,9","85.71MiB","85,71","4,18"
"9","19,852","2026-09-04T10:18:24.1388319+02:00","106,19","92.35MiB","92,35","4,51"
"10","21,968","2026-09-04T10:18:26.2544209+02:00","106,07","82.7MiB","82,7","4,04"
"11","24,973","2026-09-04T10:18:29.2594992+02:00","105,94","84.93MiB","84,93","4,15"
"12","27,083","2026-09-04T10:18:31.3697567+02:00","105,66","87.78MiB","87,78","4,29"
"13","29,203","2026-09-04T10:18:33.4897746+02:00","107,24","87.94MiB","87,94","4,29"
"14","31,324","2026-09-04T10:18:35.6100231+02:00","94,01","49.89MiB","49,89","2,44"
