"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T09:53:33.0677581+02:00","6,94","86.12MiB","86,12","4,21"
"2","3,228","2026-09-04T09:53:35.1904974+02:00","106,86","86.54MiB","86,54","4,23"
"3","6,236","2026-09-04T09:53:38.1981906+02:00","107,46","87.31MiB","87,31","4,26"
"4","8,353","2026-09-04T09:53:40.3149846+02:00","107,22","86.96MiB","86,96","4,25"
"5","10,471","2026-09-04T09:53:42.4329890+02:00","107,9","94.12MiB","94,12","4,6"
"6","12,589","2026-09-04T09:53:44.5514977+02:00","108,18","88.96MiB","88,96","4,34"
"7","15,602","2026-09-04T09:53:47.5644852+02:00","106,43","91.07MiB","91,07","4,45"
"8","17,735","2026-09-04T09:53:49.6970146+02:00","108,31","88.81MiB","88,81","4,34"
"9","19,865","2026-09-04T09:53:51.8270033+02:00","106,1","86.48MiB","86,48","4,22"
"10","21,987","2026-09-04T09:53:53.9487107+02:00","107,39","86.76MiB","86,76","4,24"
"11","24,105","2026-09-04T09:53:56.0675901+02:00","105,33","89.01MiB","89,01","4,35"
"12","27,113","2026-09-04T09:53:59.0754351+02:00","107,43","97.4MiB","97,4","4,76"
"13","29,226","2026-09-04T09:54:01.1880060+02:00","107,56","94.88MiB","94,88","4,63"
"14","31,365","2026-09-04T09:54:03.3273869+02:00","90,82","50.69MiB","50,69","2,47"
