"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T09:54:50.6979920+02:00","5,85","65.93MiB","65,93","3,22"
"2","4,116","2026-09-04T09:54:53.7060458+02:00","110,26","89.27MiB","89,27","4,36"
"3","6,24","2026-09-04T09:54:55.8301740+02:00","109,85","84.57MiB","84,57","4,13"
"4","8,358","2026-09-04T09:54:57.9481056+02:00","109,86","88.27MiB","88,27","4,31"
"5","10,467","2026-09-04T09:55:00.0586003+02:00","111,68","81.61MiB","81,61","3,98"
"6","13,471","2026-09-04T09:55:03.0614263+02:00","110,49","82.96MiB","82,96","4,05"
"7","15,594","2026-09-04T09:55:05.1841967+02:00","110,16","83.04MiB","83,04","4,05"
"8","17,708","2026-09-04T09:55:07.2982000+02:00","109,69","84.89MiB","84,89","4,15"
"9","19,82","2026-09-04T09:55:09.4105689+02:00","110,09","78.61MiB","78,61","3,84"
"10","21,936","2026-09-04T09:55:11.5257308+02:00","111,7","82.22MiB","82,22","4,01"
"11","24,94","2026-09-04T09:55:14.5305233+02:00","112,38","85.23MiB","85,23","4,16"
"12","27,065","2026-09-04T09:55:16.6554402+02:00","109,89","83.73MiB","83,73","4,09"
"13","29,176","2026-09-04T09:55:18.7666667+02:00","110,46","89.01MiB","89,01","4,35"
"14","31,308","2026-09-04T09:55:20.8987870+02:00","104,85","53.3MiB","53,3","2,6"
