"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,104","2026-09-04T11:49:41.6844362+02:00","9,75","28.2MiB","28,2","1,38"
"2","3,213","2026-09-04T11:49:43.7938380+02:00","100,71","31.05MiB","31,05","1,52"
"3","6,214","2026-09-04T11:49:46.7943735+02:00","100,43","30.59MiB","30,59","1,49"
"4","8,316","2026-09-04T11:49:48.8960362+02:00","100,35","31.26MiB","31,26","1,53"
"5","10,43","2026-09-04T11:49:51.0100216+02:00","100,71","31.28MiB","31,28","1,53"
"6","12,541","2026-09-04T11:49:53.1209696+02:00","100,19","31.68MiB","31,68","1,55"
"7","14,649","2026-09-04T11:49:55.2291734+02:00","100,06","31.79MiB","31,79","1,55"
"8","17,654","2026-09-04T11:49:58.2347321+02:00","99,68","30.47MiB","30,47","1,49"
"9","19,758","2026-09-04T11:50:00.3379859+02:00","99,85","28.77MiB","28,77","1,4"
"10","21,868","2026-09-04T11:50:02.4486532+02:00","100,2","31.46MiB","31,46","1,54"
"11","23,975","2026-09-04T11:50:04.5555234+02:00","100,6","31.41MiB","31,41","1,53"
"12","26,982","2026-09-04T11:50:07.5620698+02:00","99,76","32MiB","32","1,56"
"13","29,102","2026-09-04T11:50:09.6822702+02:00","100,43","31.95MiB","31,95","1,56"
"14","31,218","2026-09-04T11:50:11.7985914+02:00","99,76","31.83MiB","31,83","1,55"
