"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T09:57:25.6642050+02:00","1,66","44.85MiB","44,85","2,19"
"2","4,113","2026-09-04T09:57:28.6667335+02:00","107,8","86.14MiB","86,14","4,21"
"3","6,229","2026-09-04T09:57:30.7825761+02:00","107,02","84.64MiB","84,64","4,13"
"4","8,351","2026-09-04T09:57:32.9054611+02:00","110,38","90.09MiB","90,09","4,4"
"5","10,482","2026-09-04T09:57:35.0363375+02:00","107,57","87.73MiB","87,73","4,28"
"6","13,483","2026-09-04T09:57:38.0369177+02:00","109,13","88.58MiB","88,58","4,33"
"7","15,595","2026-09-04T09:57:40.1491398+02:00","106,09","83.8MiB","83,8","4,09"
"8","17,721","2026-09-04T09:57:42.2751843+02:00","106,15","85.03MiB","85,03","4,15"
"9","19,832","2026-09-04T09:57:44.3858484+02:00","105,67","86.28MiB","86,28","4,21"
"10","22,927","2026-09-04T09:57:47.4804226+02:00","106,48","93.53MiB","93,53","4,57"
"11","25,043","2026-09-04T09:57:49.5976830+02:00","106,6","85.88MiB","85,88","4,19"
"12","27,163","2026-09-04T09:57:51.7169721+02:00","105,6","93.04MiB","93,04","4,54"
"13","29,283","2026-09-04T09:57:53.8373569+02:00","106,25","94.49MiB","94,49","4,61"
"14","31,429","2026-09-04T09:57:55.9824888+02:00","86,79","59.43MiB","59,43","2,9"
