"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,116","2026-09-04T08:42:55.3114011+02:00","1,72","75.39MiB","75,39","3,68"
"2","4,123","2026-09-04T08:42:58.3182083+02:00","17,61","46.51MiB","46,51","2,27"
"3","6,231","2026-09-04T08:43:00.4260358+02:00","19,6","126.9MiB","126,9","6,19"
"4","8,347","2026-09-04T08:43:02.5422699+02:00","19,99","86.8MiB","86,8","4,24"
"5","10,465","2026-09-04T08:43:04.6603288+02:00","20,4","107MiB","107","5,22"
"6","13,472","2026-09-04T08:43:07.6673947+02:00","19,32","116.3MiB","116,3","5,68"
"7","15,586","2026-09-04T08:43:09.7817286+02:00","17,19","65.73MiB","65,73","3,21"
"8","17,707","2026-09-04T08:43:11.9028071+02:00","19,61","75.74MiB","75,74","3,7"
"9","19,819","2026-09-04T08:43:14.0149870+02:00","19,6","75.97MiB","75,97","3,71"
"10","21,944","2026-09-04T08:43:16.1397103+02:00","19,49","105.7MiB","105,7","5,16"
"11","24,951","2026-09-04T08:43:19.1467267+02:00","10","86.32MiB","86,32","4,22"
"12","27,058","2026-09-04T08:43:21.2540967+02:00","15,07","66.46MiB","66,46","3,25"
"13","29,174","2026-09-04T08:43:23.3697280+02:00","18,08","86.26MiB","86,26","4,21"
"14","31,287","2026-09-04T08:43:25.4828711+02:00","21,09","66.48MiB","66,48","3,25"
