"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,114","2026-09-04T09:08:16.0590609+02:00","1,27","25.99MiB","25,99","1,27"
"2","4,12","2026-09-04T09:08:19.0648665+02:00","9,37","26.66MiB","26,66","1,3"
"3","6,228","2026-09-04T09:08:21.1731481+02:00","10,22","27.88MiB","27,88","1,36"
"4","8,348","2026-09-04T09:08:23.2932954+02:00","10,01","27.8MiB","27,8","1,36"
"5","10,477","2026-09-04T09:08:25.4220913+02:00","10,13","28.46MiB","28,46","1,39"
"6","12,543","2026-09-04T09:08:27.4877640+02:00","8,8","27.72MiB","27,72","1,35"
"7","15,548","2026-09-04T09:08:30.4928173+02:00","8,8","29.14MiB","29,14","1,42"
"8","17,67","2026-09-04T09:08:32.6152625+02:00","8,64","29.32MiB","29,32","1,43"
"9","19,792","2026-09-04T09:08:34.7367990+02:00","8,99","29.27MiB","29,27","1,43"
"10","21,911","2026-09-04T09:08:36.8554892+02:00","10,59","29.63MiB","29,63","1,45"
"11","24,912","2026-09-04T09:08:39.8564911+02:00","7,63","29.65MiB","29,65","1,45"
"12","27,029","2026-09-04T09:08:41.9741537+02:00","7,83","29.8MiB","29,8","1,45"
"13","29,146","2026-09-04T09:08:44.0907219+02:00","7,96","29.72MiB","29,72","1,45"
"14","31,262","2026-09-04T09:08:46.2067150+02:00","8,55","30.29MiB","30,29","1,48"
