"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T06:37:42.5937968+02:00","4,91","37.18MiB","37,18","1,82"
"2","3,228","2026-09-04T06:37:44.7107291+02:00","100,83","41.22MiB","41,22","2,01"
"3","6,233","2026-09-04T06:37:47.7156781+02:00","100,81","45.05MiB","45,05","2,2"
"4","8,346","2026-09-04T06:37:49.8286328+02:00","100,24","45.02MiB","45,02","2,2"
"5","10,451","2026-09-04T06:37:51.9341551+02:00","100,16","45.27MiB","45,27","2,21"
"6","12,565","2026-09-04T06:37:54.0480028+02:00","100,18","41.46MiB","41,46","2,02"
"7","14,609","2026-09-04T06:37:56.0915470+02:00","100,11","45.33MiB","45,33","2,21"
"8","17,618","2026-09-04T06:37:59.1009659+02:00","100,49","45.52MiB","45,52","2,22"
"9","19,726","2026-09-04T06:38:01.2088525+02:00","100,5","41.71MiB","41,71","2,04"
"10","21,833","2026-09-04T06:38:03.3153837+02:00","100,24","45.22MiB","45,22","2,21"
"11","23,939","2026-09-04T06:38:05.4220181+02:00","99,9","45.23MiB","45,23","2,21"
"12","26,945","2026-09-04T06:38:08.4284002+02:00","100,57","44.1MiB","44,1","2,15"
"13","29,059","2026-09-04T06:38:10.5420378+02:00","100,57","44.3MiB","44,3","2,16"
"14","31,162","2026-09-04T06:38:12.6445848+02:00","100,1","44.37MiB","44,37","2,17"
