"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T07:35:45.8753493+02:00","0,98","48.6MiB","48,6","2,37"
"2","4,118","2026-09-04T07:35:48.8820191+02:00","101,95","49.01MiB","49,01","2,39"
"3","6,228","2026-09-04T07:35:50.9914007+02:00","101,83","49.4MiB","49,4","2,41"
"4","8,335","2026-09-04T07:35:53.0986513+02:00","102,09","50.58MiB","50,58","2,47"
"5","10,443","2026-09-04T07:35:55.2072992+02:00","102,08","49.72MiB","49,72","2,43"
"6","13,452","2026-09-04T07:35:58.2159797+02:00","102,15","50.16MiB","50,16","2,45"
"7","15,557","2026-09-04T07:36:00.3206990+02:00","102,02","50.05MiB","50,05","2,44"
"8","17,664","2026-09-04T07:36:02.4275767+02:00","101,65","50.94MiB","50,94","2,49"
"9","19,768","2026-09-04T07:36:04.5320413+02:00","101,93","49.82MiB","49,82","2,43"
"10","21,88","2026-09-04T07:36:06.6438782+02:00","101,84","50.21MiB","50,21","2,45"
"11","24,886","2026-09-04T07:36:09.6497912+02:00","102,24","50.91MiB","50,91","2,49"
"12","26,99","2026-09-04T07:36:11.7542581+02:00","101,96","50.55MiB","50,55","2,47"
"13","29,092","2026-09-04T07:36:13.8556205+02:00","102,33","50.69MiB","50,69","2,47"
"14","31,2","2026-09-04T07:36:15.9640323+02:00","101,64","50.83MiB","50,83","2,48"
