"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T07:52:32.8791823+02:00","1,79","66.47MiB","66,47","3,25"
"2","3,219","2026-09-04T07:52:34.9925119+02:00","20,63","146.9MiB","146,9","7,18"
"3","6,225","2026-09-04T07:52:37.9978068+02:00","20,54","107.1MiB","107,1","5,23"
"4","8,346","2026-09-04T07:52:40.1189928+02:00","15,49","47.18MiB","47,18","2,3"
"5","10,47","2026-09-04T07:52:42.2427430+02:00","18,82","57.42MiB","57,42","2,8"
"6","12,587","2026-09-04T07:52:44.3602730+02:00","20,42","56.88MiB","56,88","2,78"
"7","15,709","2026-09-04T07:52:47.4827871+02:00","22,93","106.4MiB","106,4","5,2"
"8","17,829","2026-09-04T07:52:49.6022907+02:00","9,86","86.12MiB","86,12","4,2"
"9","19,942","2026-09-04T07:52:51.7154602+02:00","20,07","71.73MiB","71,73","3,5"
"10","22,051","2026-09-04T07:52:53.8244912+02:00","20,95","50.91MiB","50,91","2,49"
"11","24,165","2026-09-04T07:52:55.9382110+02:00","18,69","100.9MiB","100,9","4,93"
"12","27,174","2026-09-04T07:52:58.9468627+02:00","18,39","90.59MiB","90,59","4,42"
"13","29,29","2026-09-04T07:53:01.0636595+02:00","17,7","80.67MiB","80,67","3,94"
"14","31,41","2026-09-04T07:53:03.1827641+02:00","18,47","110.5MiB","110,5","5,39"
