"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,12","2026-09-04T10:36:10.3292747+02:00","5,27","70.6MiB","70,6","3,45"
"2","4,125","2026-09-04T10:36:13.3348770+02:00","110,33","87.38MiB","87,38","4,27"
"3","6,242","2026-09-04T10:36:15.4514126+02:00","111,5","87.9MiB","87,9","4,29"
"4","8,361","2026-09-04T10:36:17.5707093+02:00","111,4","91.15MiB","91,15","4,45"
"5","10,479","2026-09-04T10:36:19.6892274+02:00","110,47","87.83MiB","87,83","4,29"
"6","13,486","2026-09-04T10:36:22.6953424+02:00","111,59","86.01MiB","86,01","4,2"
"7","15,604","2026-09-04T10:36:24.8142528+02:00","112,84","88MiB","88","4,3"
"8","17,734","2026-09-04T10:36:26.9436594+02:00","110,11","91.8MiB","91,8","4,48"
"9","19,847","2026-09-04T10:36:29.0568924+02:00","110,44","86.26MiB","86,26","4,21"
"10","22,991","2026-09-04T10:36:32.2002350+02:00","111,99","88.16MiB","88,16","4,3"
"11","25,108","2026-09-04T10:36:34.3183631+02:00","113","88.79MiB","88,79","4,34"
"12","27,22","2026-09-04T10:36:36.4296289+02:00","110,9","88.88MiB","88,88","4,34"
"13","29,343","2026-09-04T10:36:38.5528106+02:00","111,85","85.56MiB","85,56","4,18"
"14","31,467","2026-09-04T10:36:40.6761658+02:00","86,6","63.42MiB","63,42","3,1"
