"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T10:38:45.4293255+02:00","5,28","78.12MiB","78,12","3,81"
"2","4,115","2026-09-04T10:38:48.4360277+02:00","106,71","87.05MiB","87,05","4,25"
"3","6,23","2026-09-04T10:38:50.5512330+02:00","105,9","86.91MiB","86,91","4,24"
"4","8,358","2026-09-04T10:38:52.6784523+02:00","107,04","82.68MiB","82,68","4,04"
"5","10,477","2026-09-04T10:38:54.7984783+02:00","106,31","83.65MiB","83,65","4,08"
"6","13,483","2026-09-04T10:38:57.8044066+02:00","108,99","88.14MiB","88,14","4,3"
"7","15,616","2026-09-04T10:38:59.9366636+02:00","106,49","85.99MiB","85,99","4,2"
"8","17,743","2026-09-04T10:39:02.0635329+02:00","106,89","83.83MiB","83,83","4,09"
"9","19,863","2026-09-04T10:39:04.1835766+02:00","107,18","84.25MiB","84,25","4,11"
"10","21,983","2026-09-04T10:39:06.3042590+02:00","109,07","87.65MiB","87,65","4,28"
"11","24,986","2026-09-04T10:39:09.3072242+02:00","107,29","85.47MiB","85,47","4,17"
"12","27,108","2026-09-04T10:39:11.4284583+02:00","106,14","87.8MiB","87,8","4,29"
"13","29,226","2026-09-04T10:39:13.5473665+02:00","105,33","90.19MiB","90,19","4,4"
"14","31,352","2026-09-04T10:39:15.6726719+02:00","88,84","50.3MiB","50,3","2,46"
