"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,114","2026-09-04T06:01:26.1102117+02:00","1,87","40.41MiB","40,41","1,97"
"2","3,255","2026-09-04T06:01:28.2520073+02:00","94,42","41.66MiB","41,66","2,03"
"3","6,26","2026-09-04T06:01:31.2565260+02:00","78,56","41.91MiB","41,91","2,05"
"4","8,391","2026-09-04T06:01:33.3881609+02:00","85,65","41.78MiB","41,78","2,04"
"5","10,531","2026-09-04T06:01:35.5269950+02:00","76,41","41.78MiB","41,78","2,04"
"6","12,672","2026-09-04T06:01:37.6685750+02:00","78,77","41.78MiB","41,78","2,04"
"7","15,68","2026-09-04T06:01:40.6773594+02:00","84,52","41.77MiB","41,77","2,04"
"8","17,823","2026-09-04T06:01:42.8196921+02:00","82,97","41.77MiB","41,77","2,04"
"9","19,961","2026-09-04T06:01:44.9577288+02:00","91,66","41.77MiB","41,77","2,04"
"10","22,097","2026-09-04T06:01:47.0937779+02:00","88,62","42.02MiB","42,02","2,05"
"11","24,229","2026-09-04T06:01:49.2254808+02:00","83,91","41.96MiB","41,96","2,05"
"12","27,233","2026-09-04T06:01:52.2299641+02:00","87,56","42.21MiB","42,21","2,06"
"13","29,364","2026-09-04T06:01:54.3608056+02:00","78,54","42.21MiB","42,21","2,06"
"14","31,516","2026-09-04T06:01:56.5127674+02:00","53,88","41.39MiB","41,39","2,02"
