"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T10:32:17.5690181+02:00","3,77","66.08MiB","66,08","3,23"
"2","3,223","2026-09-04T10:32:19.6853207+02:00","109,2","85.34MiB","85,34","4,17"
"3","6,224","2026-09-04T10:32:22.6862160+02:00","110,88","84.09MiB","84,09","4,11"
"4","8,338","2026-09-04T10:32:24.8011348+02:00","108,25","83MiB","83","4,05"
"5","10,46","2026-09-04T10:32:26.9229373+02:00","109,66","87.18MiB","87,18","4,26"
"6","12,583","2026-09-04T10:32:29.0460461+02:00","110,93","87.17MiB","87,17","4,26"
"7","14,707","2026-09-04T10:32:31.1699382+02:00","108,33","86.16MiB","86,16","4,21"
"8","17,715","2026-09-04T10:32:34.1772203+02:00","108,47","85.71MiB","85,71","4,18"
"9","19,833","2026-09-04T10:32:36.2959566+02:00","108,99","81.5MiB","81,5","3,98"
"10","21,948","2026-09-04T10:32:38.4107011+02:00","108,12","89.26MiB","89,26","4,36"
"11","24,071","2026-09-04T10:32:40.5340136+02:00","108,72","85.39MiB","85,39","4,17"
"12","27,071","2026-09-04T10:32:43.5342365+02:00","108,87","85.28MiB","85,28","4,16"
"13","29,186","2026-09-04T10:32:45.6487836+02:00","107,1","88.7MiB","88,7","4,33"
"14","31,315","2026-09-04T10:32:47.7784017+02:00","101,47","63.04MiB","63,04","3,08"
