"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,116","2026-09-04T07:16:24.6640015+02:00","3,79","44.57MiB","44,57","2,18"
"2","3,226","2026-09-04T07:16:26.7735348+02:00","101,56","45.71MiB","45,71","2,23"
"3","6,237","2026-09-04T07:16:29.7847180+02:00","102,16","45.45MiB","45,45","2,22"
"4","8,339","2026-09-04T07:16:31.8868919+02:00","102,25","45.59MiB","45,59","2,23"
"5","10,446","2026-09-04T07:16:33.9937542+02:00","102,29","45.73MiB","45,73","2,23"
"6","12,555","2026-09-04T07:16:36.1023096+02:00","101,98","47.62MiB","47,62","2,33"
"7","15,603","2026-09-04T07:16:39.1509412+02:00","101,97","48.39MiB","48,39","2,36"
"8","17,713","2026-09-04T07:16:41.2606325+02:00","101,97","49.27MiB","49,27","2,41"
"9","19,819","2026-09-04T07:16:43.3664114+02:00","102,62","49.16MiB","49,16","2,4"
"10","21,933","2026-09-04T07:16:45.4809290+02:00","102,15","49.3MiB","49,3","2,41"
"11","24,046","2026-09-04T07:16:47.5933836+02:00","102,11","49.19MiB","49,19","2,4"
"12","27,044","2026-09-04T07:16:50.5913415+02:00","101,97","49.61MiB","49,61","2,42"
"13","29,16","2026-09-04T07:16:52.7076276+02:00","101,97","49.49MiB","49,49","2,42"
"14","31,272","2026-09-04T07:16:54.8191780+02:00","102,09","49.56MiB","49,56","2,42"
