"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T08:26:07.8898585+02:00","3,15","296.4MiB","296,4","14,47"
"2","3,232","2026-09-04T08:26:10.0147235+02:00","29,95","262.9MiB","262,9","12,84"
"3","6,239","2026-09-04T08:26:13.0212797+02:00","33,36","286.3MiB","286,3","13,98"
"4","8,369","2026-09-04T08:26:15.1511100+02:00","33,44","285.7MiB","285,7","13,95"
"5","10,493","2026-09-04T08:26:17.2748784+02:00","29,52","303.5MiB","303,5","14,82"
"6","12,609","2026-09-04T08:26:19.3910761+02:00","29,51","260.1MiB","260,1","12,7"
"7","14,734","2026-09-04T08:26:21.5158479+02:00","30,1","275.3MiB","275,3","13,44"
"8","17,74","2026-09-04T08:26:24.5220246+02:00","28,28","277.5MiB","277,5","13,55"
"9","19,856","2026-09-04T08:26:26.6380325+02:00","30,6","246.8MiB","246,8","12,05"
"10","21,973","2026-09-04T08:26:28.7553379+02:00","29,85","260.5MiB","260,5","12,72"
"11","24,083","2026-09-04T08:26:30.8656498+02:00","32,14","258.7MiB","258,7","12,63"
"12","27,088","2026-09-04T08:26:33.8703431+02:00","29,46","297.7MiB","297,7","14,54"
"13","29,21","2026-09-04T08:26:35.9918521+02:00","29,01","284.4MiB","284,4","13,89"
"14","31,324","2026-09-04T08:26:38.1061406+02:00","28,81","288.2MiB","288,2","14,07"
