"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,103","2026-09-04T08:10:38.2015010+02:00","4,14","268.7MiB","268,7","13,12"
"2","3,222","2026-09-04T08:10:40.3202576+02:00","31,11","250.2MiB","250,2","12,21"
"3","6,232","2026-09-04T08:10:43.3300890+02:00","31,03","294.9MiB","294,9","14,4"
"4","8,347","2026-09-04T08:10:45.4455065+02:00","31,07","261.4MiB","261,4","12,76"
"5","10,469","2026-09-04T08:10:47.5674994+02:00","29,7","269.5MiB","269,5","13,16"
"6","12,589","2026-09-04T08:10:49.6873022+02:00","27","316.4MiB","316,4","15,45"
"7","14,716","2026-09-04T08:10:51.8139281+02:00","28,67","295MiB","295","14,4"
"8","17,722","2026-09-04T08:10:54.8195122+02:00","26,41","305.4MiB","305,4","14,91"
"9","19,835","2026-09-04T08:10:56.9327503+02:00","29,08","287.9MiB","287,9","14,06"
"10","21,949","2026-09-04T08:10:59.0470482+02:00","28,31","278.3MiB","278,3","13,59"
"11","24,065","2026-09-04T08:11:01.1627763+02:00","30,91","277.6MiB","277,6","13,55"
"12","27,07","2026-09-04T08:11:04.1684330+02:00","29,82","288.3MiB","288,3","14,08"
"13","29,178","2026-09-04T08:11:06.2763536+02:00","29,58","297.1MiB","297,1","14,5"
"14","31,291","2026-09-04T08:11:08.3887570+02:00","29,76","307.8MiB","307,8","15,03"
