"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T10:27:07.5562657+02:00","3,27","67.4MiB","67,4","3,29"
"2","3,223","2026-09-04T10:27:09.6680023+02:00","111,26","81.57MiB","81,57","3,98"
"3","6,231","2026-09-04T10:27:12.6768639+02:00","114,56","87.04MiB","87,04","4,25"
"4","8,355","2026-09-04T10:27:14.8003883+02:00","110,33","86.38MiB","86,38","4,22"
"5","10,471","2026-09-04T10:27:16.9168741+02:00","111,42","87.75MiB","87,75","4,28"
"6","12,594","2026-09-04T10:27:19.0393382+02:00","111,86","87.15MiB","87,15","4,26"
"7","14,718","2026-09-04T10:27:21.1630735+02:00","111,32","86.51MiB","86,51","4,22"
"8","17,724","2026-09-04T10:27:24.1697746+02:00","109,45","82.99MiB","82,99","4,05"
"9","19,838","2026-09-04T10:27:26.2830951+02:00","110,06","88.57MiB","88,57","4,32"
"10","21,952","2026-09-04T10:27:28.3978015+02:00","110,75","90.8MiB","90,8","4,43"
"11","24,069","2026-09-04T10:27:30.5145355+02:00","109,62","90.12MiB","90,12","4,4"
"12","27,075","2026-09-04T10:27:33.5205311+02:00","109,39","84.25MiB","84,25","4,11"
"13","29,198","2026-09-04T10:27:35.6434480+02:00","110,13","85.8MiB","85,8","4,19"
"14","31,334","2026-09-04T10:27:37.7793874+02:00","105,24","59.07MiB","59,07","2,88"
