"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T08:57:35.5990285+02:00","1,4","26.46MiB","26,46","1,29"
"2","4,113","2026-09-04T08:57:38.6048162+02:00","11,1","27.73MiB","27,73","1,35"
"3","6,237","2026-09-04T08:57:40.7288883+02:00","10","28.23MiB","28,23","1,38"
"4","8,359","2026-09-04T08:57:42.8510386+02:00","10,4","28.53MiB","28,53","1,39"
"5","10,473","2026-09-04T08:57:44.9645725+02:00","9,98","29MiB","29","1,42"
"6","13,482","2026-09-04T08:57:47.9742550+02:00","9,13","28.24MiB","28,24","1,38"
"7","15,602","2026-09-04T08:57:50.0947854+02:00","9,68","29.16MiB","29,16","1,42"
"8","17,72","2026-09-04T08:57:52.2120735+02:00","9,35","29.54MiB","29,54","1,44"
"9","19,843","2026-09-04T08:57:54.3345937+02:00","9,51","29.2MiB","29,2","1,43"
"10","21,959","2026-09-04T08:57:56.4514019+02:00","9,34","29.6MiB","29,6","1,45"
"11","24,964","2026-09-04T08:57:59.4560896+02:00","8,1","29.88MiB","29,88","1,46"
"12","27,081","2026-09-04T08:58:01.5730045+02:00","9,52","29.77MiB","29,77","1,45"
"13","29,188","2026-09-04T08:58:03.6806410+02:00","9,43","29.58MiB","29,58","1,44"
"14","31,298","2026-09-04T08:58:05.7908746+02:00","9,18","29.44MiB","29,44","1,44"
