"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T11:30:21.3115138+02:00","5,69","27.23MiB","27,23","1,33"
"2","4,11","2026-09-04T11:30:24.3166118+02:00","100,25","27.23MiB","27,23","1,33"
"3","6,222","2026-09-04T11:30:26.4287485+02:00","100,83","26.82MiB","26,82","1,31"
"4","8,332","2026-09-04T11:30:28.5384907+02:00","99,97","26.93MiB","26,93","1,31"
"5","10,44","2026-09-04T11:30:30.6459832+02:00","100","27.16MiB","27,16","1,33"
"6","13,445","2026-09-04T11:30:33.6510977+02:00","100,1","27.41MiB","27,41","1,34"
"7","15,558","2026-09-04T11:30:35.7639162+02:00","100,84","26.94MiB","26,94","1,32"
"8","17,672","2026-09-04T11:30:37.8786424+02:00","101,07","28.14MiB","28,14","1,37"
"9","19,774","2026-09-04T11:30:39.9802341+02:00","99,94","28.14MiB","28,14","1,37"
"10","21,884","2026-09-04T11:30:42.0901754+02:00","99,65","28.14MiB","28,14","1,37"
"11","24,889","2026-09-04T11:30:45.0956618+02:00","100,56","28.14MiB","28,14","1,37"
"12","26,995","2026-09-04T11:30:47.2012454+02:00","100,12","28.14MiB","28,14","1,37"
"13","29,106","2026-09-04T11:30:49.3119655+02:00","100,27","28.14MiB","28,14","1,37"
"14","31,212","2026-09-04T11:30:51.4187776+02:00","100,08","28.14MiB","28,14","1,37"
