"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T08:54:56.1210982+02:00","0,81","21.49MiB","21,49","1,05"
"2","4,114","2026-09-04T08:54:59.1309630+02:00","22,4","25.48MiB","25,48","1,24"
"3","6,24","2026-09-04T08:55:01.2567595+02:00","21,19","25.97MiB","25,97","1,27"
"4","8,363","2026-09-04T08:55:03.3791001+02:00","10","26.21MiB","26,21","1,28"
"5","10,483","2026-09-04T08:55:05.4992385+02:00","21,94","26.7MiB","26,7","1,3"
"6","13,49","2026-09-04T08:55:08.5066489+02:00","21,61","27.13MiB","27,13","1,32"
"7","15,606","2026-09-04T08:55:10.6222721+02:00","19,75","29.87MiB","29,87","1,46"
"8","17,725","2026-09-04T08:55:12.7420148+02:00","20,62","30.36MiB","30,36","1,48"
"9","19,842","2026-09-04T08:55:14.8583309+02:00","20,43","30.34MiB","30,34","1,48"
"10","22,848","2026-09-04T08:55:17.8641605+02:00","21,42","30.33MiB","30,33","1,48"
"11","24,962","2026-09-04T08:55:19.9784300+02:00","19,46","30.06MiB","30,06","1,47"
"12","27,095","2026-09-04T08:55:22.1110829+02:00","21,37","29.79MiB","29,79","1,45"
"13","29,208","2026-09-04T08:55:24.2246186+02:00","21,43","29.77MiB","29,77","1,45"
"14","31,351","2026-09-04T08:55:26.3668392+02:00","19,68","29.5MiB","29,5","1,44"
