"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T09:42:58.1034859+02:00","1,52","21.36MiB","21,36","1,04"
"2","3,231","2026-09-04T09:43:00.2218192+02:00","21,51","24.59MiB","24,59","1,2"
"3","5,359","2026-09-04T09:43:02.3497874+02:00","20,97","26.58MiB","26,58","1,3"
"4","8,364","2026-09-04T09:43:05.3547390+02:00","21,99","27.08MiB","27,08","1,32"
"5","10,482","2026-09-04T09:43:07.4722321+02:00","21,07","26.71MiB","26,71","1,3"
"6","12,594","2026-09-04T09:43:09.5845746+02:00","20,57","27.9MiB","27,9","1,36"
"7","14,709","2026-09-04T09:43:11.7000179+02:00","21,41","29.38MiB","29,38","1,43"
"8","17,713","2026-09-04T09:43:14.7038394+02:00","19,66","30.85MiB","30,85","1,51"
"9","19,833","2026-09-04T09:43:16.8235948+02:00","18,71","30.59MiB","30,59","1,49"
"10","21,964","2026-09-04T09:43:18.9544990+02:00","19,27","30.83MiB","30,83","1,51"
"11","24,074","2026-09-04T09:43:21.0647760+02:00","20,9","31.32MiB","31,32","1,53"
"12","26,195","2026-09-04T09:43:23.1849368+02:00","21,12","30.81MiB","30,81","1,5"
"13","29,202","2026-09-04T09:43:26.1930769+02:00","20,13","30.55MiB","30,55","1,49"
"14","31,33","2026-09-04T09:43:28.3208873+02:00","4,75","30.03MiB","30,03","1,47"
