"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T06:35:07.6502454+02:00","4,65","49.02MiB","49,02","2,39"
"2","4,113","2026-09-04T06:35:10.6560047+02:00","101,9","49.11MiB","49,11","2,4"
"3","6,219","2026-09-04T06:35:12.7618009+02:00","101,74","48.66MiB","48,66","2,38"
"4","8,321","2026-09-04T06:35:14.8635185+02:00","102,19","49.06MiB","49,06","2,4"
"5","10,436","2026-09-04T06:35:16.9784159+02:00","102,59","49.74MiB","49,74","2,43"
"6","13,442","2026-09-04T06:35:19.9844904+02:00","101,97","49.91MiB","49,91","2,44"
"7","15,551","2026-09-04T06:35:22.0934681+02:00","102,23","49.8MiB","49,8","2,43"
"8","17,653","2026-09-04T06:35:24.1963565+02:00","101,92","49.94MiB","49,94","2,44"
"9","19,758","2026-09-04T06:35:26.3011314+02:00","101,87","51.92MiB","51,92","2,54"
"10","21,862","2026-09-04T06:35:28.4048700+02:00","101,98","51.74MiB","51,74","2,53"
"11","24,868","2026-09-04T06:35:31.4111127+02:00","102,48","34.6MiB","34,6","1,69"
"12","26,982","2026-09-04T06:35:33.5252289+02:00","102,35","35.74MiB","35,74","1,75"
"13","29,084","2026-09-04T06:35:35.6265214+02:00","102,56","36.4MiB","36,4","1,78"
"14","31,185","2026-09-04T06:35:37.7280773+02:00","102,55","36.05MiB","36,05","1,76"
