"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,125","2026-09-04T07:07:23.0774184+02:00","4,63","35.76MiB","35,76","1,75"
"2","4,128","2026-09-04T07:07:26.0794076+02:00","100,09","48.83MiB","48,83","2,38"
"3","6,233","2026-09-04T07:07:28.1858567+02:00","100,11","48.71MiB","48,71","2,38"
"4","8,349","2026-09-04T07:07:30.3012389+02:00","100,02","47.49MiB","47,49","2,32"
"5","10,459","2026-09-04T07:07:32.4114522+02:00","100,02","40.31MiB","40,31","1,97"
"6","13,465","2026-09-04T07:07:35.4177425+02:00","100,22","47.95MiB","47,95","2,34"
"7","15,573","2026-09-04T07:07:37.5251845+02:00","101,08","44.64MiB","44,64","2,18"
"8","17,682","2026-09-04T07:07:39.6344537+02:00","100,54","44.64MiB","44,64","2,18"
"9","19,782","2026-09-04T07:07:41.7345865+02:00","100,15","44.9MiB","44,9","2,19"
"10","21,888","2026-09-04T07:07:43.8408246+02:00","100","37.14MiB","37,14","1,81"
"11","24,894","2026-09-04T07:07:46.8458433+02:00","100,11","40.67MiB","40,67","1,99"
"12","26,994","2026-09-04T07:07:48.9464266+02:00","99,99","44.18MiB","44,18","2,16"
"13","29,107","2026-09-04T07:07:51.0595535+02:00","100,06","43.46MiB","43,46","2,12"
"14","31,213","2026-09-04T07:07:53.1654345+02:00","100,31","43.47MiB","43,47","2,12"
