"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,116","2026-09-04T05:32:56.1572570+02:00","0,78","40.67MiB","40,67","1,99"
"2","3,263","2026-09-04T05:32:58.3042772+02:00","90,95","45.95MiB","45,95","2,24"
"3","6,27","2026-09-04T05:33:01.3117020+02:00","81,64","48.64MiB","48,64","2,37"
"4","8,404","2026-09-04T05:33:03.4450521+02:00","79,74","50.28MiB","50,28","2,46"
"5","10,55","2026-09-04T05:33:05.5911344+02:00","77,5","51.71MiB","51,71","2,53"
"6","12,703","2026-09-04T05:33:07.7451292+02:00","72,6","52.96MiB","52,96","2,59"
"7","15,703","2026-09-04T05:33:10.7447976+02:00","79,71","54.2MiB","54,2","2,65"
"8","17,835","2026-09-04T05:33:12.8761179+02:00","82,43","55.96MiB","55,96","2,73"
"9","19,986","2026-09-04T05:33:15.0275477+02:00","84,28","57.68MiB","57,68","2,82"
"10","22,12","2026-09-04T05:33:17.1610684+02:00","79,9","59.16MiB","59,16","2,89"
"11","24,259","2026-09-04T05:33:19.3006452+02:00","78,7","59.39MiB","59,39","2,9"
"12","27,266","2026-09-04T05:33:22.3076245+02:00","81,34","59.33MiB","59,33","2,9"
"13","29,415","2026-09-04T05:33:24.4561035+02:00","81,18","58.96MiB","58,96","2,88"
"14","31,569","2026-09-04T05:33:26.6099402+02:00","47,79","33.24MiB","33,24","1,62"
