"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T07:46:05.8889653+02:00","1,3","45.93MiB","45,93","2,24"
"2","4,114","2026-09-04T07:46:08.8950807+02:00","23,71","67.26MiB","67,26","3,28"
"3","6,24","2026-09-04T07:46:11.0207249+02:00","23,36","117.1MiB","117,1","5,72"
"4","8,367","2026-09-04T07:46:13.1482737+02:00","23,71","106.9MiB","106,9","5,22"
"5","10,492","2026-09-04T07:46:15.2723069+02:00","22,78","76.92MiB","76,92","3,76"
"6","13,494","2026-09-04T07:46:18.2752542+02:00","22,94","105.3MiB","105,3","5,14"
"7","15,601","2026-09-04T07:46:20.3822606+02:00","14,99","85.86MiB","85,86","4,19"
"8","17,722","2026-09-04T07:46:22.5027453+02:00","21,37","126.3MiB","126,3","6,17"
"9","19,834","2026-09-04T07:46:24.6145910+02:00","22,49","121.3MiB","121,3","5,92"
"10","21,947","2026-09-04T07:46:26.7280729+02:00","20,83","106.1MiB","106,1","5,18"
"11","24,952","2026-09-04T07:46:29.7330329+02:00","12,17","100.7MiB","100,7","4,92"
"12","27,071","2026-09-04T07:46:31.8522087+02:00","16,09","120.4MiB","120,4","5,88"
"13","29,183","2026-09-04T07:46:33.9640849+02:00","19,02","90.2MiB","90,2","4,4"
"14","31,301","2026-09-04T07:46:36.0815417+02:00","20,02","110.4MiB","110,4","5,39"
