"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,109","2026-09-04T07:49:57.8925541+02:00","4,35","287.8MiB","287,8","14,05"
"2","3,224","2026-09-04T07:50:00.0071093+02:00","30,22","300.4MiB","300,4","14,67"
"3","6,232","2026-09-04T07:50:03.0156105+02:00","30,87","256.7MiB","256,7","12,53"
"4","8,342","2026-09-04T07:50:05.1257923+02:00","32,15","278.6MiB","278,6","13,6"
"5","10,452","2026-09-04T07:50:07.2348492+02:00","30,32","274MiB","274","13,38"
"6","12,562","2026-09-04T07:50:09.3456484+02:00","28,89","294.4MiB","294,4","14,37"
"7","14,679","2026-09-04T07:50:11.4625557+02:00","32,54","206.9MiB","206,9","10,1"
"8","17,686","2026-09-04T07:50:14.4691677+02:00","31,62","277.4MiB","277,4","13,55"
"9","19,804","2026-09-04T07:50:16.5873189+02:00","30,26","280.5MiB","280,5","13,7"
"10","21,921","2026-09-04T07:50:18.7038633+02:00","29,15","287.3MiB","287,3","14,03"
"11","24,037","2026-09-04T07:50:20.8209006+02:00","31,75","303.9MiB","303,9","14,84"
"12","27,043","2026-09-04T07:50:23.8259604+02:00","29,81","297.4MiB","297,4","14,52"
"13","29,164","2026-09-04T07:50:25.9475682+02:00","29,5","297.2MiB","297,2","14,51"
"14","31,278","2026-09-04T07:50:28.0620929+02:00","29,62","288MiB","288","14,06"
