"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T09:09:35.5875176+02:00","1,68","24.32MiB","24,32","1,19"
"2","4,116","2026-09-04T09:09:38.5932240+02:00","21,55","26.04MiB","26,04","1,27"
"3","6,235","2026-09-04T09:09:40.7126493+02:00","21,07","26.28MiB","26,28","1,28"
"4","8,349","2026-09-04T09:09:42.8261655+02:00","21,92","26.77MiB","26,77","1,31"
"5","10,466","2026-09-04T09:09:44.9430547+02:00","20,19","27MiB","27","1,32"
"6","13,481","2026-09-04T09:09:47.9572687+02:00","21,45","27.23MiB","27,23","1,33"
"7","15,604","2026-09-04T09:09:50.0807258+02:00","18,11","29.71MiB","29,71","1,45"
"8","17,725","2026-09-04T09:09:52.2023314+02:00","18,95","30.21MiB","30,21","1,47"
"9","19,842","2026-09-04T09:09:54.3190703+02:00","4,91","29.95MiB","29,95","1,46"
"10","22,845","2026-09-04T09:09:57.3227460+02:00","20,77","30.68MiB","30,68","1,5"
"11","24,978","2026-09-04T09:09:59.4550407+02:00","19,34","30.66MiB","30,66","1,5"
"12","27,108","2026-09-04T09:10:01.5852396+02:00","20,18","30.15MiB","30,15","1,47"
"13","29,233","2026-09-04T09:10:03.7102038+02:00","20,71","30.14MiB","30,14","1,47"
"14","31,346","2026-09-04T09:10:05.8228882+02:00","19,19","30.13MiB","30,13","1,47"
