"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T06:28:38.7631871+02:00","0,15","39.93MiB","39,93","1,95"
"2","4,117","2026-09-04T06:28:41.7672017+02:00","89,1","47.02MiB","47,02","2,3"
"3","6,251","2026-09-04T06:28:43.9016947+02:00","75,29","48.73MiB","48,73","2,38"
"4","8,394","2026-09-04T06:28:46.0449514+02:00","81,53","49.35MiB","49,35","2,41"
"5","10,529","2026-09-04T06:28:48.1792602+02:00","86,25","50.43MiB","50,43","2,46"
"6","13,534","2026-09-04T06:28:51.1851161+02:00","77,96","53.11MiB","53,11","2,59"
"7","15,67","2026-09-04T06:28:53.3203704+02:00","80,89","54.29MiB","54,29","2,65"
"8","17,816","2026-09-04T06:28:55.4669576+02:00","82,9","55.21MiB","55,21","2,7"
"9","19,959","2026-09-04T06:28:57.6096115+02:00","80,58","57.17MiB","57,17","2,79"
"10","22,968","2026-09-04T06:29:00.6183986+02:00","81,17","58.08MiB","58,08","2,84"
"11","25,103","2026-09-04T06:29:02.7540136+02:00","75,35","58.01MiB","58,01","2,83"
"12","27,237","2026-09-04T06:29:04.8879518+02:00","81,22","57.98MiB","57,98","2,83"
"13","29,377","2026-09-04T06:29:07.0273637+02:00","89,48","57.64MiB","57,64","2,81"
"14","31,531","2026-09-04T06:29:09.1813336+02:00","55,45","30.03MiB","30,03","1,47"
