"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,115","2026-09-04T11:22:37.2473322+02:00","5,93","28.68MiB","28,68","1,4"
"2","4,114","2026-09-04T11:22:40.2469020+02:00","100,59","30.86MiB","30,86","1,51"
"3","6,232","2026-09-04T11:22:42.3652881+02:00","99,95","31.03MiB","31,03","1,52"
"4","8,341","2026-09-04T11:22:44.4737670+02:00","100,64","31.23MiB","31,23","1,53"
"5","10,451","2026-09-04T11:22:46.5838562+02:00","100,25","31.53MiB","31,53","1,54"
"6","13,455","2026-09-04T11:22:49.5882715+02:00","99,98","31.85MiB","31,85","1,56"
"7","15,558","2026-09-04T11:22:51.6904755+02:00","100,07","31.04MiB","31,04","1,52"
"8","17,666","2026-09-04T11:22:53.7987443+02:00","99,78","31.04MiB","31,04","1,52"
"9","19,771","2026-09-04T11:22:55.9036089+02:00","100,1","30.93MiB","30,93","1,51"
"10","21,885","2026-09-04T11:22:58.0182801+02:00","99,96","31.82MiB","31,82","1,55"
"11","24,891","2026-09-04T11:23:01.0241435+02:00","100,51","32.28MiB","32,28","1,58"
"12","26,995","2026-09-04T11:23:03.1274010+02:00","99,7","32.26MiB","32,26","1,58"
"13","29,109","2026-09-04T11:23:05.2424503+02:00","100,5","32MiB","32","1,56"
"14","31,214","2026-09-04T11:23:07.3469170+02:00","99,45","32.03MiB","32,03","1,56"
