"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T10:50:22.2847203+02:00","7,34","85.23MiB","85,23","4,16"
"2","3,233","2026-09-04T10:50:24.4102445+02:00","106,53","88MiB","88","4,3"
"3","6,234","2026-09-04T10:50:27.4108487+02:00","107,31","85.38MiB","85,38","4,17"
"4","8,357","2026-09-04T10:50:29.5336593+02:00","107,32","84.3MiB","84,3","4,12"
"5","10,474","2026-09-04T10:50:31.6503461+02:00","104,97","92.02MiB","92,02","4,49"
"6","12,586","2026-09-04T10:50:33.7631408+02:00","106,16","87.53MiB","87,53","4,27"
"7","14,711","2026-09-04T10:50:35.8883092+02:00","105,49","89.15MiB","89,15","4,35"
"8","17,722","2026-09-04T10:50:38.8989469+02:00","106,45","89.62MiB","89,62","4,38"
"9","19,851","2026-09-04T10:50:41.0277395+02:00","106,44","90.05MiB","90,05","4,4"
"10","21,963","2026-09-04T10:50:43.1398541+02:00","106,45","88.63MiB","88,63","4,33"
"11","24,085","2026-09-04T10:50:45.2624289+02:00","106,33","83.84MiB","83,84","4,09"
"12","27,091","2026-09-04T10:50:48.2679943+02:00","106,02","86.07MiB","86,07","4,2"
"13","29,21","2026-09-04T10:50:50.3872167+02:00","106,42","84.49MiB","84,49","4,13"
"14","31,351","2026-09-04T10:50:52.5287517+02:00","92,17","48.22MiB","48,22","2,35"
