"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T05:42:00.3490148+02:00","0,05","40.54MiB","40,54","1,98"
"2","4,118","2026-09-04T05:42:03.3566210+02:00","87,76","47.17MiB","47,17","2,3"
"3","6,261","2026-09-04T05:42:05.4995117+02:00","79,79","49.13MiB","49,13","2,4"
"4","8,406","2026-09-04T05:42:07.6442536+02:00","78,77","49.4MiB","49,4","2,41"
"5","10,538","2026-09-04T05:42:09.7764133+02:00","83,16","51.29MiB","51,29","2,5"
"6","13,545","2026-09-04T05:42:12.7832948+02:00","80,08","52.91MiB","52,91","2,58"
"7","15,684","2026-09-04T05:42:14.9222429+02:00","80,67","54.29MiB","54,29","2,65"
"8","17,822","2026-09-04T05:42:17.0598398+02:00","82,35","55.48MiB","55,48","2,71"
"9","19,972","2026-09-04T05:42:19.2105436+02:00","83,05","57.43MiB","57,43","2,8"
"10","23,041","2026-09-04T05:42:22.2794242+02:00","80,23","58.64MiB","58,64","2,86"
"11","25,183","2026-09-04T05:42:24.4205213+02:00","82,69","58.94MiB","58,94","2,88"
"12","27,322","2026-09-04T05:42:26.5607022+02:00","80,04","58.94MiB","58,94","2,88"
"13","29,474","2026-09-04T05:42:28.7125706+02:00","86,14","58.68MiB","58,68","2,87"
"14","31,615","2026-09-04T05:42:30.8528085+02:00","47,93","39.16MiB","39,16","1,91"
