"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,115","2026-09-04T08:00:18.2178684+02:00","4,24","304.6MiB","304,6","14,87"
"2","3,227","2026-09-04T08:00:20.3303079+02:00","27,81","296.1MiB","296,1","14,46"
"3","6,233","2026-09-04T08:00:23.3365169+02:00","30,46","279.1MiB","279,1","13,63"
"4","8,351","2026-09-04T08:00:25.4546661+02:00","28,56","287MiB","287","14,02"
"5","10,472","2026-09-04T08:00:27.5754488+02:00","28,61","276.8MiB","276,8","13,52"
"6","12,584","2026-09-04T08:00:29.6872962+02:00","29,97","293.3MiB","293,3","14,32"
"7","15,59","2026-09-04T08:00:32.6934354+02:00","27,05","263MiB","263","12,84"
"8","17,71","2026-09-04T08:00:34.8135810+02:00","28,24","297.6MiB","297,6","14,53"
"9","19,827","2026-09-04T08:00:36.9299210+02:00","28,59","278.5MiB","278,5","13,6"
"10","21,946","2026-09-04T08:00:39.0494243+02:00","31,13","264.5MiB","264,5","12,91"
"11","24,054","2026-09-04T08:00:41.1574616+02:00","29,81","294.1MiB","294,1","14,36"
"12","27,059","2026-09-04T08:00:44.1624083+02:00","27,94","267.7MiB","267,7","13,07"
"13","29,169","2026-09-04T08:00:46.2724135+02:00","26,53","249MiB","249","12,16"
"14","31,283","2026-09-04T08:00:48.3862766+02:00","28,2","283.7MiB","283,7","13,85"
