"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T06:59:38.8598765+02:00","6,11","49.43MiB","49,43","2,41"
"2","4,119","2026-09-04T06:59:41.8664384+02:00","101,97","36.28MiB","36,28","1,77"
"3","6,233","2026-09-04T06:59:43.9807125+02:00","102,26","36.66MiB","36,66","1,79"
"4","8,34","2026-09-04T06:59:46.0871673+02:00","102,75","48.33MiB","48,33","2,36"
"5","10,442","2026-09-04T06:59:48.1891710+02:00","102,22","48.54MiB","48,54","2,37"
"6","13,448","2026-09-04T06:59:51.1955925+02:00","101,75","48.73MiB","48,73","2,38"
"7","15,553","2026-09-04T06:59:53.3008475+02:00","102,12","49.31MiB","49,31","2,41"
"8","17,653","2026-09-04T06:59:55.4011395+02:00","101,61","50.2MiB","50,2","2,45"
"9","19,765","2026-09-04T06:59:57.5123784+02:00","101,79","55.09MiB","55,09","2,69"
"10","21,878","2026-09-04T06:59:59.6247937+02:00","102,1","57.12MiB","57,12","2,79"
"11","24,88","2026-09-04T07:00:02.6277099+02:00","102,12","36.08MiB","36,08","1,76"
"12","26,998","2026-09-04T07:00:04.7455976+02:00","102,57","37.22MiB","37,22","1,82"
"13","29,1","2026-09-04T07:00:06.8469924+02:00","102,51","39.19MiB","39,19","1,91"
"14","31,212","2026-09-04T07:00:08.9594873+02:00","101,3","45.36MiB","45,36","2,21"
