"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T10:10:20.4055041+02:00","8,3","74.07MiB","74,07","3,62"
"2","4,114","2026-09-04T10:10:23.4113994+02:00","111,26","76.34MiB","76,34","3,73"
"3","6,232","2026-09-04T10:10:25.5299775+02:00","113,05","76.17MiB","76,17","3,72"
"4","8,347","2026-09-04T10:10:27.6448318+02:00","110,82","86.76MiB","86,76","4,24"
"5","10,472","2026-09-04T10:10:29.7694473+02:00","111,72","85.96MiB","85,96","4,2"
"6","13,479","2026-09-04T10:10:32.7766951+02:00","108,12","85.63MiB","85,63","4,18"
"7","15,595","2026-09-04T10:10:34.8923317+02:00","110,31","90.12MiB","90,12","4,4"
"8","17,715","2026-09-04T10:10:37.0122538+02:00","109,91","88.94MiB","88,94","4,34"
"9","19,827","2026-09-04T10:10:39.1241752+02:00","109,4","86.64MiB","86,64","4,23"
"10","21,95","2026-09-04T10:10:41.2474706+02:00","112,01","82.85MiB","82,85","4,05"
"11","24,951","2026-09-04T10:10:44.2483913+02:00","111,32","79.82MiB","79,82","3,9"
"12","27,061","2026-09-04T10:10:46.3585656+02:00","110,17","88.27MiB","88,27","4,31"
"13","29,173","2026-09-04T10:10:48.4704759+02:00","108,79","86.03MiB","86,03","4,2"
"14","31,314","2026-09-04T10:10:50.6111875+02:00","104,04","56.3MiB","56,3","2,75"
