"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,104","2026-09-04T08:53:36.0263320+02:00","0,95","21.43MiB","21,43","1,05"
"2","4,112","2026-09-04T08:53:39.0338839+02:00","22,43","25.86MiB","25,86","1,26"
"3","6,234","2026-09-04T08:53:41.1560112+02:00","20,95","25.59MiB","25,59","1,25"
"4","8,353","2026-09-04T08:53:43.2755657+02:00","21,85","25.56MiB","25,56","1,25"
"5","10,472","2026-09-04T08:53:45.3938935+02:00","22,06","26.45MiB","26,45","1,29"
"6","13,477","2026-09-04T08:53:48.3991449+02:00","20,95","27.43MiB","27,43","1,34"
"7","15,594","2026-09-04T08:53:50.5159829+02:00","19,36","29.67MiB","29,67","1,45"
"8","17,709","2026-09-04T08:53:52.6313373+02:00","19,96","30.16MiB","30,16","1,47"
"9","19,836","2026-09-04T08:53:54.7584267+02:00","20,96","29.9MiB","29,9","1,46"
"10","22,844","2026-09-04T08:53:57.7659031+02:00","20,61","30.39MiB","30,39","1,48"
"11","24,963","2026-09-04T08:53:59.8850702+02:00","19,59","30.12MiB","30,12","1,47"
"12","27,076","2026-09-04T08:54:01.9985093+02:00","20,54","30.37MiB","30,37","1,48"
"13","29,205","2026-09-04T08:54:04.1270810+02:00","20,81","30.36MiB","30,36","1,48"
"14","31,343","2026-09-04T08:54:06.2650211+02:00","20,22","30.57MiB","30,57","1,49"
