"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,118","2026-09-04T05:54:57.7168322+02:00","0,33","38.48MiB","38,48","1,88"
"2","4,124","2026-09-04T05:55:00.7224956+02:00","89,39","40.77MiB","40,77","1,99"
"3","6,267","2026-09-04T05:55:02.8656262+02:00","80,55","40.77MiB","40,77","1,99"
"4","8,407","2026-09-04T05:55:05.0048801+02:00","82,78","40.77MiB","40,77","1,99"
"5","10,541","2026-09-04T05:55:07.1393698+02:00","83,13","40.77MiB","40,77","1,99"
"6","13,548","2026-09-04T05:55:10.1465479+02:00","87,21","40.74MiB","40,74","1,99"
"7","15,69","2026-09-04T05:55:12.2878966+02:00","84,36","40.74MiB","40,74","1,99"
"8","17,829","2026-09-04T05:55:14.4277419+02:00","89,36","40.74MiB","40,74","1,99"
"9","19,958","2026-09-04T05:55:16.5563060+02:00","91,92","40.74MiB","40,74","1,99"
"10","22,975","2026-09-04T05:55:19.5730736+02:00","86,15","40.74MiB","40,74","1,99"
"11","25,109","2026-09-04T05:55:21.7078929+02:00","85,14","40.74MiB","40,74","1,99"
"12","27,248","2026-09-04T05:55:23.8471746+02:00","85,52","40.74MiB","40,74","1,99"
"13","29,393","2026-09-04T05:55:25.9912710+02:00","89,53","40.74MiB","40,74","1,99"
"14","31,531","2026-09-04T05:55:28.1291372+02:00","58,85","40.2MiB","40,2","1,96"
