"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,124","2026-09-04T07:53:50.6181798+02:00","2,64","280.5MiB","280,5","13,7"
"2","4,13","2026-09-04T07:53:53.6245962+02:00","27,3","244.9MiB","244,9","11,96"
"3","6,252","2026-09-04T07:53:55.7464818+02:00","25,62","289.4MiB","289,4","14,13"
"4","8,379","2026-09-04T07:53:57.8737331+02:00","26,26","285.9MiB","285,9","13,96"
"5","10,493","2026-09-04T07:53:59.9873902+02:00","29,99","287.4MiB","287,4","14,03"
"6","13,498","2026-09-04T07:54:02.9929795+02:00","28,35","255.9MiB","255,9","12,5"
"7","15,618","2026-09-04T07:54:05.1122824+02:00","30,2","300.2MiB","300,2","14,66"
"8","17,739","2026-09-04T07:54:07.2341516+02:00","26,84","289.8MiB","289,8","14,15"
"9","19,861","2026-09-04T07:54:09.3558946+02:00","31,66","296.2MiB","296,2","14,46"
"10","21,998","2026-09-04T07:54:11.4925644+02:00","26,1","278.4MiB","278,4","13,59"
"11","25,004","2026-09-04T07:54:14.4990412+02:00","29,7","295.2MiB","295,2","14,41"
"12","27,119","2026-09-04T07:54:16.6135549+02:00","27,29","298.1MiB","298,1","14,56"
"13","29,242","2026-09-04T07:54:18.7367586+02:00","26,76","267.5MiB","267,5","13,06"
"14","31,352","2026-09-04T07:54:20.8461548+02:00","29,24","297.2MiB","297,2","14,51"
