"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T08:30:00.4298032+02:00","3,57","296.6MiB","296,6","14,48"
"2","4,118","2026-09-04T08:30:03.4361817+02:00","27,13","278.6MiB","278,6","13,6"
"3","6,229","2026-09-04T08:30:05.5481345+02:00","28,46","293.5MiB","293,5","14,33"
"4","8,342","2026-09-04T08:30:07.6611042+02:00","27,36","282.5MiB","282,5","13,79"
"5","10,469","2026-09-04T08:30:09.7880467+02:00","29,28","275.5MiB","275,5","13,45"
"6","13,475","2026-09-04T08:30:12.7929079+02:00","33,01","250.7MiB","250,7","12,24"
"7","15,59","2026-09-04T08:30:14.9086177+02:00","31,13","310.6MiB","310,6","15,16"
"8","17,7","2026-09-04T08:30:17.0185840+02:00","30,47","283.8MiB","283,8","13,86"
"9","19,809","2026-09-04T08:30:19.1279262+02:00","32,16","255.7MiB","255,7","12,48"
"10","21,929","2026-09-04T08:30:21.2462301+02:00","30,81","279.2MiB","279,2","13,63"
"11","24,929","2026-09-04T08:30:24.2472818+02:00","29,95","264.8MiB","264,8","12,93"
"12","27,048","2026-09-04T08:30:26.3664193+02:00","29,15","248.1MiB","248,1","12,11"
"13","29,165","2026-09-04T08:30:28.4835533+02:00","29,64","297.2MiB","297,2","14,51"
"14","31,285","2026-09-04T08:30:30.6033134+02:00","29,5","296.9MiB","296,9","14,5"
