"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T08:17:05.7018687+02:00","2,25","64.85MiB","64,85","3,17"
"2","4,111","2026-09-04T08:17:08.7081068+02:00","19,31","125.9MiB","125,9","6,15"
"3","6,23","2026-09-04T08:17:10.8271681+02:00","16,45","95.79MiB","95,79","4,68"
"4","8,353","2026-09-04T08:17:12.9500323+02:00","20,6","85.93MiB","85,93","4,2"
"5","10,463","2026-09-04T08:17:15.0601579+02:00","20,58","105.9MiB","105,9","5,17"
"6","13,469","2026-09-04T08:17:18.0653505+02:00","18,14","85.92MiB","85,92","4,2"
"7","15,575","2026-09-04T08:17:20.1720160+02:00","16,91","87.55MiB","87,55","4,27"
"8","17,695","2026-09-04T08:17:22.2922074+02:00","20,43","86.85MiB","86,85","4,24"
"9","19,814","2026-09-04T08:17:24.4107201+02:00","20,05","65.29MiB","65,29","3,19"
"10","21,931","2026-09-04T08:17:26.5275094+02:00","18,03","85.93MiB","85,93","4,2"
"11","24,935","2026-09-04T08:17:29.5315781+02:00","15,49","96.29MiB","96,29","4,7"
"12","27,053","2026-09-04T08:17:31.6494628+02:00","19,41","76.47MiB","76,47","3,73"
"13","29,163","2026-09-04T08:17:33.7602762+02:00","19,99","75.96MiB","75,96","3,71"
"14","31,281","2026-09-04T08:17:35.8774654+02:00","21,81","105.9MiB","105,9","5,17"
