"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,103","2026-09-04T07:43:30.9196459+02:00","3,85","283.8MiB","283,8","13,86"
"2","4,11","2026-09-04T07:43:33.9270450+02:00","29,21","299.1MiB","299,1","14,6"
"3","6,222","2026-09-04T07:43:36.0389491+02:00","30,53","284.7MiB","284,7","13,9"
"4","8,335","2026-09-04T07:43:38.1522791+02:00","31,45","246.1MiB","246,1","12,01"
"5","10,455","2026-09-04T07:43:40.2718383+02:00","30,34","235.9MiB","235,9","11,52"
"6","13,462","2026-09-04T07:43:43.2784762+02:00","28,19","276.1MiB","276,1","13,48"
"7","15,586","2026-09-04T07:43:45.4031626+02:00","34,8","314.6MiB","314,6","15,36"
"8","17,711","2026-09-04T07:43:47.5275982+02:00","29,59","238.6MiB","238,6","11,65"
"9","19,826","2026-09-04T07:43:49.6423199+02:00","29,84","269MiB","269","13,13"
"10","21,948","2026-09-04T07:43:51.7653005+02:00","30,2","276.8MiB","276,8","13,52"
"11","24,955","2026-09-04T07:43:54.7718249+02:00","27,99","287.5MiB","287,5","14,04"
"12","27,063","2026-09-04T07:43:56.8798059+02:00","27,24","267.3MiB","267,3","13,05"
"13","29,178","2026-09-04T07:43:58.9956115+02:00","29,5","298.1MiB","298,1","14,55"
"14","31,304","2026-09-04T07:44:01.1209855+02:00","29,81","284.4MiB","284,4","13,89"
