"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,114","2026-09-04T10:31:00.2829564+02:00","5,5","72.51MiB","72,51","3,54"
"2","4,12","2026-09-04T10:31:03.2885789+02:00","109,34","88.72MiB","88,72","4,33"
"3","6,233","2026-09-04T10:31:05.4018956+02:00","109,48","90.51MiB","90,51","4,42"
"4","8,355","2026-09-04T10:31:07.5238280+02:00","108,75","87.25MiB","87,25","4,26"
"5","10,475","2026-09-04T10:31:09.6441278+02:00","108","93.79MiB","93,79","4,58"
"6","13,48","2026-09-04T10:31:12.6490150+02:00","108,14","90.49MiB","90,49","4,42"
"7","15,607","2026-09-04T10:31:14.7763680+02:00","109,9","91.98MiB","91,98","4,49"
"8","17,72","2026-09-04T10:31:16.8886196+02:00","109,38","92.76MiB","92,76","4,53"
"9","19,843","2026-09-04T10:31:19.0116995+02:00","108,77","90.52MiB","90,52","4,42"
"10","21,965","2026-09-04T10:31:21.1339535+02:00","109,17","84.81MiB","84,81","4,14"
"11","24,971","2026-09-04T10:31:24.1393204+02:00","109,23","89.77MiB","89,77","4,38"
"12","27,086","2026-09-04T10:31:26.2554853+02:00","108,05","89.8MiB","89,8","4,38"
"13","29,205","2026-09-04T10:31:28.3736779+02:00","108,73","87.69MiB","87,69","4,28"
"14","31,325","2026-09-04T10:31:30.4938224+02:00","100,68","68.4MiB","68,4","3,34"
