"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T09:49:37.7775771+02:00","0,96","26.52MiB","26,52","1,3"
"2","4,113","2026-09-04T09:49:40.7843122+02:00","8,85","26.93MiB","26,93","1,31"
"3","6,225","2026-09-04T09:49:42.8961063+02:00","10,16","28.24MiB","28,24","1,38"
"4","8,348","2026-09-04T09:49:45.0199220+02:00","8,97","28.07MiB","28,07","1,37"
"5","10,463","2026-09-04T09:49:47.1342194+02:00","10,24","28.97MiB","28,97","1,41"
"6","13,469","2026-09-04T09:49:50.1409851+02:00","9,62","28.73MiB","28,73","1,4"
"7","15,587","2026-09-04T09:49:52.2581705+02:00","8,08","28.17MiB","28,17","1,38"
"8","17,705","2026-09-04T09:49:54.3761196+02:00","9,64","28.63MiB","28,63","1,4"
"9","19,822","2026-09-04T09:49:56.4932992+02:00","8,14","28.82MiB","28,82","1,41"
"10","22,836","2026-09-04T09:49:59.5074563+02:00","8,79","29.39MiB","29,39","1,44"
"11","24,951","2026-09-04T09:50:01.6221406+02:00","7,84","29.77MiB","29,77","1,45"
"12","27,067","2026-09-04T09:50:03.7387696+02:00","9,29","29.84MiB","29,84","1,46"
"13","29,179","2026-09-04T09:50:05.8505991+02:00","9,25","27.55MiB","27,55","1,35"
"14","31,296","2026-09-04T09:50:07.9672583+02:00","9,86","27.62MiB","27,62","1,35"
