"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T09:56:07.9432495+02:00","6,22","71.23MiB","71,23","3,48"
"2","3,22","2026-09-04T09:56:10.0574963+02:00","111,32","83.48MiB","83,48","4,08"
"3","6,226","2026-09-04T09:56:13.0628091+02:00","111","89.4MiB","89,4","4,37"
"4","8,35","2026-09-04T09:56:15.1866016+02:00","111,08","82.98MiB","82,98","4,05"
"5","10,465","2026-09-04T09:56:17.3016402+02:00","111,25","82.37MiB","82,37","4,02"
"6","12,585","2026-09-04T09:56:19.4219707+02:00","111,39","83.45MiB","83,45","4,07"
"7","14,71","2026-09-04T09:56:21.5467482+02:00","110,8","81.39MiB","81,39","3,97"
"8","17,71","2026-09-04T09:56:24.5473365+02:00","110,71","86.14MiB","86,14","4,21"
"9","19,829","2026-09-04T09:56:26.6658980+02:00","111,99","87.1MiB","87,1","4,25"
"10","21,953","2026-09-04T09:56:28.7896429+02:00","110,49","87.79MiB","87,79","4,29"
"11","24,072","2026-09-04T09:56:30.9092810+02:00","110,86","87.46MiB","87,46","4,27"
"12","27,077","2026-09-04T09:56:33.9136836+02:00","112,08","84.45MiB","84,45","4,12"
"13","29,187","2026-09-04T09:56:36.0235879+02:00","112,8","86.56MiB","86,56","4,23"
"14","31,315","2026-09-04T09:56:38.1521067+02:00","104,55","60.38MiB","60,38","2,95"
