"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,118","2026-09-04T10:23:15.1350799+02:00","5,55","74.96MiB","74,96","3,66"
"2","4,125","2026-09-04T10:23:18.1423822+02:00","103,69","90.08MiB","90,08","4,4"
"3","6,248","2026-09-04T10:23:20.2647600+02:00","106,47","91.04MiB","91,04","4,45"
"4","8,374","2026-09-04T10:23:22.3906865+02:00","107,73","91.59MiB","91,59","4,47"
"5","10,491","2026-09-04T10:23:24.5079995+02:00","106,05","85.77MiB","85,77","4,19"
"6","13,497","2026-09-04T10:23:27.5144240+02:00","108,25","86.27MiB","86,27","4,21"
"7","15,621","2026-09-04T10:23:29.6380304+02:00","105,18","87.26MiB","87,26","4,26"
"8","17,745","2026-09-04T10:23:31.7625354+02:00","106,68","91.66MiB","91,66","4,48"
"9","19,87","2026-09-04T10:23:33.8867927+02:00","106,54","85.27MiB","85,27","4,16"
"10","22,98","2026-09-04T10:23:36.9972599+02:00","106,43","87.2MiB","87,2","4,26"
"11","25,108","2026-09-04T10:23:39.1247962+02:00","107,28","84.85MiB","84,85","4,14"
"12","27,22","2026-09-04T10:23:41.2367129+02:00","107,37","84.59MiB","84,59","4,13"
"13","29,342","2026-09-04T10:23:43.3591452+02:00","105,94","88.87MiB","88,87","4,34"
"14","31,479","2026-09-04T10:23:45.4962030+02:00","81,32","48.95MiB","48,95","2,39"
