"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,118","2026-09-04T11:38:05.7874386+02:00","7,74","27.91MiB","27,91","1,36"
"2","4,115","2026-09-04T11:38:08.7837448+02:00","100,55","30.52MiB","30,52","1,49"
"3","6,221","2026-09-04T11:38:10.8898774+02:00","100,5","30.65MiB","30,65","1,5"
"4","8,331","2026-09-04T11:38:13.0005549+02:00","100,75","31.41MiB","31,41","1,53"
"5","10,44","2026-09-04T11:38:15.1091834+02:00","100,6","31.35MiB","31,35","1,53"
"6","13,446","2026-09-04T11:38:18.1149234+02:00","99,91","31.77MiB","31,77","1,55"
"7","15,554","2026-09-04T11:38:20.2224494+02:00","100,2","31.89MiB","31,89","1,56"
"8","17,665","2026-09-04T11:38:22.3342649+02:00","100,19","31.68MiB","31,68","1,55"
"9","19,773","2026-09-04T11:38:24.4423223+02:00","100,35","31.57MiB","31,57","1,54"
"10","21,88","2026-09-04T11:38:26.5490562+02:00","99,78","32.36MiB","32,36","1,58"
"11","24,89","2026-09-04T11:38:29.5586896+02:00","100,81","32.72MiB","32,72","1,6"
"12","27,004","2026-09-04T11:38:31.6736064+02:00","100,01","32.58MiB","32,58","1,59"
"13","29,112","2026-09-04T11:38:33.7813499+02:00","100,17","32.64MiB","32,64","1,59"
"14","31,226","2026-09-04T11:38:35.8951173+02:00","99,72","32.48MiB","32,48","1,59"
