"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T10:21:57.4587028+02:00","6,58","69.69MiB","69,69","3,4"
"2","3,22","2026-09-04T10:21:59.5684968+02:00","109,42","84.01MiB","84,01","4,1"
"3","6,227","2026-09-04T10:22:02.5758806+02:00","109,21","88.29MiB","88,29","4,31"
"4","8,341","2026-09-04T10:22:04.6896064+02:00","108,69","86.42MiB","86,42","4,22"
"5","10,464","2026-09-04T10:22:06.8125013+02:00","109,36","83.13MiB","83,13","4,06"
"6","12,587","2026-09-04T10:22:08.9355082+02:00","110,43","75.61MiB","75,61","3,69"
"7","14,706","2026-09-04T10:22:11.0545324+02:00","109,75","83.5MiB","83,5","4,08"
"8","17,715","2026-09-04T10:22:14.0636827+02:00","108,34","85.19MiB","85,19","4,16"
"9","19,825","2026-09-04T10:22:16.1734151+02:00","107,7","82.91MiB","82,91","4,05"
"10","21,949","2026-09-04T10:22:18.2975838+02:00","109,19","89.66MiB","89,66","4,38"
"11","24,064","2026-09-04T10:22:20.4123078+02:00","109,23","82.61MiB","82,61","4,03"
"12","27,073","2026-09-04T10:22:23.4210857+02:00","107,43","89.54MiB","89,54","4,37"
"13","29,198","2026-09-04T10:22:25.5462416+02:00","108,25","85.57MiB","85,57","4,18"
"14","31,315","2026-09-04T10:22:27.6640771+02:00","101,94","57.14MiB","57,14","2,79"
