"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T07:26:43.7569995+02:00","6,04","49.48MiB","49,48","2,42"
"2","3,223","2026-09-04T07:26:45.8685852+02:00","102,49","49.88MiB","49,88","2,44"
"3","6,23","2026-09-04T07:26:48.8751506+02:00","101,56","49.82MiB","49,82","2,43"
"4","8,345","2026-09-04T07:26:50.9904027+02:00","102,34","56.1MiB","56,1","2,74"
"5","10,47","2026-09-04T07:26:53.1147950+02:00","102,91","36.01MiB","36,01","1,76"
"6","12,586","2026-09-04T07:26:55.2309712+02:00","102,6","36.89MiB","36,89","1,8"
"7","14,695","2026-09-04T07:26:57.3402951+02:00","102,53","36.78MiB","36,78","1,8"
"8","17,697","2026-09-04T07:27:00.3418349+02:00","102,53","44.55MiB","44,55","2,18"
"9","19,816","2026-09-04T07:27:02.4613914+02:00","101,74","45.18MiB","45,18","2,21"
"10","21,922","2026-09-04T07:27:04.5670292+02:00","101,74","46.32MiB","46,32","2,26"
"11","24,032","2026-09-04T07:27:06.6772211+02:00","102,3","46.46MiB","46,46","2,27"
"12","27,039","2026-09-04T07:27:09.6848020+02:00","101,76","46.15MiB","46,15","2,25"
"13","29,144","2026-09-04T07:27:11.7894886+02:00","102,38","45.55MiB","45,55","2,22"
"14","31,249","2026-09-04T07:27:13.8937091+02:00","102,11","48.2MiB","48,2","2,35"
