"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T10:59:24.7205864+02:00","4,52","26.12MiB","26,12","1,28"
"2","4,112","2026-09-04T10:59:27.7256971+02:00","100,43","26.38MiB","26,38","1,29"
"3","6,226","2026-09-04T10:59:29.8402135+02:00","100,88","26.38MiB","26,38","1,29"
"4","8,342","2026-09-04T10:59:31.9564596+02:00","100,29","26.6MiB","26,6","1,3"
"5","10,45","2026-09-04T10:59:34.0637360+02:00","100,5","26.85MiB","26,85","1,31"
"6","13,456","2026-09-04T10:59:37.0700119+02:00","100,55","27.05MiB","27,05","1,32"
"7","15,569","2026-09-04T10:59:39.1824419+02:00","100,69","27.01MiB","27,01","1,32"
"8","17,68","2026-09-04T10:59:41.2941316+02:00","101,11","27.19MiB","27,19","1,33"
"9","19,786","2026-09-04T10:59:43.4000913+02:00","100,48","27.44MiB","27,44","1,34"
"10","21,893","2026-09-04T10:59:45.5068768+02:00","100,22","27.44MiB","27,44","1,34"
"11","24,899","2026-09-04T10:59:48.5133805+02:00","100,09","27.44MiB","27,44","1,34"
"12","27,012","2026-09-04T10:59:50.6265481+02:00","100,15","27.44MiB","27,44","1,34"
"13","29,121","2026-09-04T10:59:52.7353102+02:00","100","27.44MiB","27,44","1,34"
"14","31,236","2026-09-04T10:59:54.8500359+02:00","99,91","27.44MiB","27,44","1,34"
