"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T06:51:54.4859092+02:00","5,39","35.7MiB","35,7","1,74"
"2","4,112","2026-09-04T06:51:57.4929763+02:00","100,61","44.25MiB","44,25","2,16"
"3","6,221","2026-09-04T06:51:59.6019908+02:00","100,28","44.18MiB","44,18","2,16"
"4","8,331","2026-09-04T06:52:01.7123793+02:00","100,73","40.5MiB","40,5","1,98"
"5","10,436","2026-09-04T06:52:03.8170635+02:00","100,25","44.25MiB","44,25","2,16"
"6","13,441","2026-09-04T06:52:06.8214463+02:00","100,3","44.1MiB","44,1","2,15"
"7","15,548","2026-09-04T06:52:08.9291598+02:00","99,8","40.54MiB","40,54","1,98"
"8","17,656","2026-09-04T06:52:11.0367216+02:00","100,4","39.74MiB","39,74","1,94"
"9","19,764","2026-09-04T06:52:13.1448270+02:00","100,55","43.91MiB","43,91","2,14"
"10","21,867","2026-09-04T06:52:15.2479893+02:00","100,43","36.38MiB","36,38","1,78"
"11","24,871","2026-09-04T06:52:18.2523407+02:00","100,48","40.08MiB","40,08","1,96"
"12","26,973","2026-09-04T06:52:20.3535934+02:00","100,37","43.9MiB","43,9","2,14"
"13","29,08","2026-09-04T06:52:22.4607770+02:00","100,56","40.02MiB","40,02","1,95"
"14","31,182","2026-09-04T06:52:24.5625238+02:00","100","43.9MiB","43,9","2,14"
