"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T10:58:07.1739637+02:00","8,35","29.33MiB","29,33","1,43"
"2","3,222","2026-09-04T10:58:09.2850822+02:00","100,67","30.52MiB","30,52","1,49"
"3","6,222","2026-09-04T10:58:12.2851543+02:00","99,95","30.91MiB","30,91","1,51"
"4","8,335","2026-09-04T10:58:14.3986039+02:00","100,48","31.59MiB","31,59","1,54"
"5","10,444","2026-09-04T10:58:16.5070109+02:00","100,23","31.22MiB","31,22","1,52"
"6","12,55","2026-09-04T10:58:18.6136480+02:00","100,16","31.76MiB","31,76","1,55"
"7","14,656","2026-09-04T10:58:20.7192761+02:00","100,13","31.84MiB","31,84","1,55"
"8","17,662","2026-09-04T10:58:23.7251552+02:00","99,96","31.25MiB","31,25","1,53"
"9","19,768","2026-09-04T10:58:25.8316062+02:00","99,77","31.08MiB","31,08","1,52"
"10","21,875","2026-09-04T10:58:27.9384485+02:00","99,97","32.05MiB","32,05","1,56"
"11","23,982","2026-09-04T10:58:30.0453805+02:00","100,37","31.9MiB","31,9","1,56"
"12","26,988","2026-09-04T10:58:33.0515266+02:00","99,84","31.99MiB","31,99","1,56"
"13","29,102","2026-09-04T10:58:35.1654259+02:00","100,24","32.28MiB","32,28","1,58"
"14","31,213","2026-09-04T10:58:37.2762897+02:00","99,83","31.96MiB","31,96","1,56"
