"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T09:38:54.2029354+02:00","0,77","27.33MiB","27,33","1,33"
"2","4,119","2026-09-04T09:38:57.2111445+02:00","8,07","27.73MiB","27,73","1,35"
"3","6,244","2026-09-04T09:38:59.3364026+02:00","8,76","28.71MiB","28,71","1,4"
"4","8,351","2026-09-04T09:39:01.4443002+02:00","10,61","29.33MiB","29,33","1,43"
"5","10,47","2026-09-04T09:39:03.5623583+02:00","10","29.54MiB","29,54","1,44"
"6","13,476","2026-09-04T09:39:06.5689465+02:00","7,88","29.74MiB","29,74","1,45"
"7","15,597","2026-09-04T09:39:08.6897967+02:00","8,82","29.31MiB","29,31","1,43"
"8","17,717","2026-09-04T09:39:10.8102330+02:00","8,84","29.45MiB","29,45","1,44"
"9","19,85","2026-09-04T09:39:12.9422866+02:00","9,77","29.69MiB","29,69","1,45"
"10","22,856","2026-09-04T09:39:15.9491337+02:00","10,18","30.29MiB","30,29","1,48"
"11","24,997","2026-09-04T09:39:18.0896525+02:00","8,5","30.12MiB","30,12","1,47"
"12","27,108","2026-09-04T09:39:20.2006490+02:00","7,84","30.23MiB","30,23","1,48"
"13","29,225","2026-09-04T09:39:22.3181244+02:00","9,03","30.39MiB","30,39","1,48"
"14","31,348","2026-09-04T09:39:24.4408676+02:00","10,14","30.52MiB","30,52","1,49"
